AQUARESP 3 - Swim version  - Data file 
--------------------------------------------------------------------------------------------------------------------------------
Experiment start, UNIX time: 1576082953
Flush time ,s: 600
Wait time, s: 30
Measurement time, s: 870
Mass of fish, kg: 0.491
Fish length - width - heigth, cm: 35;4.5;7.3;
Volume respirometer, L: 32
Real volume (vresp - vfish) (neutrally bouyant), L: 31.509
Salinity: 0.0
Temperature: 10

 Timestamp is beginning of measurement period 
-.-.-.-.-.-.-.-.------------------------------------------------------
Clock TIME;TIME HOURS;TIME UNIX;MO2 mg/h/kg;MO2 mg/h;SLOPE;Intercept;R^2;P;Std Err; Measurement duration seconds;avg po2;median po2; minimum po2; max po2;delta po2;oxygen solubility;ratio vreal fish;total experiment duration hours;minutes;seconds;days;Animal mass;Average swimspeed not corrrected for solidblocking cm/s;Average swimspeed cm/s;Average swimspeed BL/s;Average voltage;Vh2o L/kg/h;
2019-12-11 16:59:44;0.4161111111111111;1576084451;286.50920469767755;140.67601950655967;-0.010918719548973065;98.16243608036493;0.9921770165775157;0.0;0.003035514836225873;867;93.4399294947121;93.508;88.311;98.187;9.87599999999999;11.358245179628387;64.17311608961303;0.4161111111111111;24.966666666666665;1498;0.01733796296296296;0.491;140.67601950655967;15.901926095960711;17.61162479334841;0.5031892798099545;-0.44189453125;25.22477725798233;
2019-12-11 17:24:41;0.8330555555555555;1576085951;257.89002786762387;126.62400368300332;-0.00982805732798245;96.19486845545374;0.9879451231275991;0.0;0.00376371395575921;871;91.9243528722157;91.925;87.216;96.41;9.194000000000003;11.358245179628387;64.17311608961303;0.8330555555555555;49.983333333333334;2999;0.03471064814814815;0.491;126.62400368300332;15.901926095960711;17.61162479334841;0.5031892798099545;-0.44189453125;22.70509429838363;
2019-12-11 17:49:41;1.2497222222222222;1576087451;210.91004663090177;103.55683289577277;-0.008037674222905395;95.5126338383787;0.9849854101207337;0.0;0.004200412642600189;871;92.01663188745604;92.064;88.254;95.743;7.48899999999999;11.358245179628387;64.17311608961303;1.2497222222222222;74.98333333333333;4499;0.05207175925925926;0.491;103.55683289577277;15.901926095960711;17.61162479334841;0.5031892798099545;-0.44189453125;18.568893635891932;
2019-12-11 18:14:41;1.666111111111111;1576088951;199.23078737303112;97.82231660015827;-0.00759258361399809;95.49415273867403;0.9811932431224657;0.0;0.004709328968835685;870;92.19094117647059;92.203;88.311;95.764;7.452999999999989;11.358245179628387;64.17311608961303;1.666111111111111;99.96666666666667;5998;0.0694212962962963;0.491;97.82231660015827;15.901926095960711;17.61162479334841;0.5031892798099545;-0.44189453125;17.540630988522953;
2019-12-11 18:39:41;2.0830555555555557;1576090451;232.27984325432908;114.04940303787558;-0.008852066264501418;95.12963737205028;0.9835954440922225;0.0;0.004390535155486159;871;91.27858382180541;91.193;87.328;95.577;8.248999999999995;11.358245179628387;64.17311608961303;2.0830555555555557;124.98333333333333;7499;0.08679398148148149;0.491;114.04940303787558;15.901926095960711;17.61162479334841;0.5031892798099545;-0.44189453125;20.450328336892678;
2019-12-11 19:04:42;2.499722222222222;1576091951;192.22117661012666;94.3805977155722;-0.0073254509257189215;94.79015799044029;0.9797082057854527;0.0;0.004894614805107202;870;91.60310365135454;91.627;87.667;95.143;7.475999999999999;11.358245179628387;64.17311608961303;2.499722222222222;149.98333333333332;8999;0.10415509259259259;0.491;94.3805977155722;15.901926095960711;17.61162479334841;0.5031892798099545;-0.44189453125;16.92349245593725;
2019-12-11 19:29:41;2.9163888888888887;1576093451;243.04501837975548;119.33510402445994;-0.009262321593694563;95.16185064566716;0.9865314965001494;0.0;0.003982958915115025;871;91.12467567567568;91.016;87.028;95.122;8.093999999999994;11.358245179628387;64.17311608961303;2.9163888888888887;174.98333333333332;10499;0.12151620370370371;0.491;119.33510402445994;15.901926095960711;17.61162479334841;0.5031892798099545;-0.44189453125;21.398113400093667;
2019-12-11 19:54:42;3.3330555555555557;1576094951;277.3526011070895;136.18012714358096;-0.010569766059914148;93.98734470880181;0.9895123833923353;0.0;0.0035229789384534594;870;89.39655962219598;89.229;84.469;94.057;9.588000000000008;11.358245179628387;64.17311608961303;3.3330555555555557;199.98333333333332;11999;0.13887731481481483;0.491;136.18012714358096;15.901926095960711;17.61162479334841;0.5031892798099545;-0.44189453125;24.418613678505203;
2019-12-11 20:19:42;3.749722222222222;1576096451;199.62963741972806;98.01815197308647;-0.0076077835856938475;93.50765508172077;0.9788699689579444;0.0;0.004994687974230616;870;90.20429093050647;90.234;86.321;93.833;7.5120000000000005;11.358245179628387;64.17311608961303;3.749722222222222;224.98333333333332;13499;0.15623842592592593;0.491;98.01815197308647;15.901926095960711;17.61162479334841;0.5031892798099545;-0.44189453125;17.575746452257814;
2019-12-11 20:44:42;4.166388888888889;1576097951;168.53167651324384;82.74905316800272;-0.00642265616878897;94.3734825244832;0.9745265222420255;0.0;0.005480828266619695;870;91.58495411764707;91.588;88.216;94.404;6.188000000000002;11.358245179628387;64.17311608961303;4.166388888888889;249.98333333333332;14999;0.17359953703703704;0.491;82.74905316800272;15.901926095960711;17.61162479334841;0.5031892798099545;-0.44189453125;14.837826957241099;
