Time;Seconds from start for linreg;Unix Time;ch1 po2;Uc;Ubl;Vc;
01:41:47;-2.0;1576806109;97.718;5.741635098347626;0.16887162053963606;-0.21728515625;
01:41:48;-1.0;1576806110;97.336;5.220408376768559;0.1535414228461341;-0.20751953125;
01:41:49;0.0;1576806111;97.4;6.132555139531926;0.18036926880976253;-0.224609375;
01:41:50;1.0;1576806112;97.442;5.741635098347626;0.16887162053963606;-0.21728515625;
01:41:51;2.0;1576806113;97.633;6.78408854150576;0.19953201592664;-0.23681640625;
01:41:52;3.0;1576806114;97.867;6.78408854150576;0.19953201592664;-0.23681640625;
01:41:53;4.0;1576806115;98.016;7.0447019022952935;0.20719711477339098;-0.24169921875;
01:41:54;5.0;1576806116;97.782;8.868995427822027;0.26085280670064787;-0.27587890625;
01:41:55;6.0;1576806117;97.379;4.308261614005192;0.12671357688250565;-0.1904296875;
01:41:56;7.0;1576806118;97.294;5.220408376768559;0.1535414228461341;-0.20751953125;
01:41:57;8.0;1576806119;97.083;6.002248459137159;0.17653671938638704;-0.22216796875;
01:41:58;9.0;1576806120;97.02;6.002248459137159;0.17653671938638704;-0.22216796875;
01:41:59;10.0;1576806121;96.851;6.523475180716226;0.191866917079889;-0.23193359375;
01:42:00;11.0;1576806122;96.851;4.699181655189492;0.13821122515263212;-0.19775390625;
01:42:01;12.0;1576806123;96.809;6.914395221900526;0.20336456535001549;-0.2392578125;
01:42:02;13.0;1576806124;96.851;6.002248459137159;0.17653671938638704;-0.22216796875;
01:42:04;15.0;1576806125;97.02;5.871941778742393;0.17270416996301155;-0.2197265625;
01:42:05;16.0;1576806126;96.809;6.002248459137159;0.17653671938638704;-0.22216796875;
01:42:06;17.0;1576806127;96.977;6.002248459137159;0.17653671938638704;-0.22216796875;
01:42:07;18.0;1576806128;97.02;6.132555139531926;0.18036926880976253;-0.224609375;
01:42:08;19.0;1576806129;97.273;5.611328417952859;0.16503907111626057;-0.21484375;
01:42:09;20.0;1576806130;97.739;5.871941778742393;0.17270416996301155;-0.2197265625;
01:42:10;21.0;1576806131;97.824;6.002248459137159;0.17653671938638704;-0.22216796875;
01:42:11;22.0;1576806132;97.548;6.132555139531926;0.18036926880976253;-0.224609375;
01:42:12;23.0;1576806133;97.294;6.002248459137159;0.17653671938638704;-0.22216796875;
01:42:13;24.0;1576806134;96.914;6.39316850032146;0.18803436765651352;-0.2294921875;
01:42:14;25.0;1576806135;96.746;6.002248459137159;0.17653671938638704;-0.22216796875;
01:42:15;26.0;1576806136;97.146;4.699181655189492;0.13821122515263212;-0.19775390625;
01:42:16;27.0;1576806137;96.893;6.132555139531926;0.18036926880976253;-0.224609375;
01:42:17;28.0;1576806138;96.809;5.871941778742393;0.17270416996301155;-0.2197265625;
01:42:18;29.0;1576806139;96.788;6.39316850032146;0.18803436765651352;-0.2294921875;
01:42:19;30.0;1576806140;96.872;6.78408854150576;0.19953201592664;-0.23681640625;
01:42:20;31.0;1576806141;97.336;5.871941778742393;0.17270416996301155;-0.2197265625;
01:42:21;32.0;1576806142;97.548;3.005194810057526;0.08838808264875075;-0.166015625;
01:42:22;33.0;1576806143;97.761;5.350715057163326;0.15737397226950958;-0.2099609375;
01:42:23;34.0;1576806144;97.527;6.262861819926693;0.18420181823313803;-0.22705078125;
01:42:24;35.0;1576806145;97.315;6.653781861110993;0.1956994665032645;-0.234375;
01:42:25;36.0;1576806146;97.591;6.39316850032146;0.18803436765651352;-0.2294921875;
01:42:26;37.0;1576806147;97.146;6.39316850032146;0.18803436765651352;-0.2294921875;
01:42:27;38.0;1576806148;97.104;5.741635098347626;0.16887162053963606;-0.21728515625;
01:42:28;39.0;1576806149;97.336;6.914395221900526;0.20336456535001549;-0.2392578125;
01:42:29;40.0;1576806150;97.104;13.169115880849327;0.387326937672039;-0.3564453125;
01:42:30;41.0;1576806151;97.379;6.132555139531926;0.18036926880976253;-0.224609375;
01:42:31;42.0;1576806152;97.4;5.611328417952859;0.16503907111626057;-0.21484375;
01:42:32;43.0;1576806153;96.977;9999.0;9999.0;9999.0;
01:42:33;44.0;1576806154;96.956;6.002248459137159;0.17653671938638704;-0.22216796875;
01:42:34;45.0;1576806155;96.914;6.523475180716226;0.191866917079889;-0.23193359375;
01:42:35;46.0;1576806156;97.125;5.871941778742393;0.17270416996301155;-0.2197265625;
01:42:36;47.0;1576806157;97.995;6.002248459137159;0.17653671938638704;-0.22216796875;
01:42:37;48.0;1576806158;98.059;5.611328417952859;0.16503907111626057;-0.21484375;
01:42:38;49.0;1576806159;98.059;6.132555139531926;0.18036926880976253;-0.224609375;
01:42:39;50.0;1576806160;97.654;5.481021737558093;0.16120652169288507;-0.21240234375;
01:42:40;51.0;1576806161;96.999;6.132555139531926;0.18036926880976253;-0.224609375;
01:42:41;52.0;1576806162;96.935;5.741635098347626;0.16887162053963606;-0.21728515625;
01:42:42;53.0;1576806163;96.725;7.305315263084827;0.21486221362014196;-0.24658203125;
01:42:43;54.0;1576806164;97.125;6.262861819926693;0.18420181823313803;-0.22705078125;
01:42:44;55.0;1576806165;97.104;6.002248459137159;0.17653671938638704;-0.22216796875;
01:42:45;56.0;1576806166;96.872;6.653781861110993;0.1956994665032645;-0.234375;
01:42:46;57.0;1576806167;97.273;5.741635098347626;0.16887162053963606;-0.21728515625;
01:42:47;58.0;1576806168;97.294;6.002248459137159;0.17653671938638704;-0.22216796875;
01:42:48;59.0;1576806169;97.463;6.39316850032146;0.18803436765651352;-0.2294921875;
