***** DESCRIPTION ***********;
[enter the description here];

***** INSTRUMENT INFO *******;
IDENTIFICATION;
PHIboard number   : v1214648;
PM number         : 20091365;
Serial number     : FB3-AOT-03-653      ;
MUX channel       : OFF - 00;
;
PARAMETERS;
Signal LED current: 050;
Ref LED current   : 072;
Ref LED amplitude : 56039;
Frequency         : 006;
Sending interval  : 0001;
Averaging         : 9;
Internal temp     : 20.0 C;
;
SYSTEM SETTINGS;
APL function      : ON;
Temp compensation : OFF;
Analog out        : chA o chB o;
RS232 echo        : ON;
Oxygen unit       : %a.s.;
;
CALIBRATION;
Sensor type       : 2;
0%a.s.phase 1     : 58.93 at 012.0°C amp 009600;
100.00%a.s.phase 2: 32.01 at 010.0°C amp 004500;
Date   (ddmmyy)   : 111219;
Pressure (mBar)   : 0988;
;
FIRMWARE;
Code 3.016 (IAP)  : 08/20/04, 09:50:56;
Xilinx built      : 01/05/04 (MM/DD/YY);
Reset condition   : SLEEP;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;

***** SOFTWARE INFO *********;
OxyView - PST3-V6.02 10/2007;
© by PreSens GmbH;
30/12/19;
1:35:27 PM;

******MEASURE MODE SETTINGS**;
Dynamic Averaging;   4;
measure mode;  1 sec ;

start time; 1:35:27 PM; 
date(DD/MM/YY); time/hh:mm:ss; logtime/min; oxygen/% airsatur.; phase/°; amp; temp/°C; ErrorMessage;
30/12/19;   13:35:27;       0.000;  99.484;   30.77;    3881;   15.00; E0;
30/12/19;   13:35:28;       0.017;  99.750;   30.74;    3887;   15.00; E0;
30/12/19;   13:35:29;       0.034; 100.394;   30.67;    3894;   15.00; E0;
30/12/19;   13:35:30;       0.051; 100.842;   30.62;    3887;   15.00; E0;
30/12/19;   13:35:31;       0.068; 101.292;   30.57;    3881;   15.00; E0;
30/12/19;   13:35:32;       0.085; 101.269;   30.57;    3881;   15.00; E0;
30/12/19;   13:35:33;       0.102; 100.663;   30.64;    3888;   15.00; E0;
30/12/19;   13:35:34;       0.119; 100.506;   30.66;    3887;   15.00; E0;
30/12/19;   13:35:35;       0.135; 100.305;   30.68;    3894;   15.00; E0;
30/12/19;   13:35:36;       0.152; 100.327;   30.67;    3887;   15.00; E0;
30/12/19;   13:35:37;       0.169; 100.327;   30.67;    3888;   15.00; E0;
30/12/19;   13:35:38;       0.186; 100.216;   30.69;    3887;   15.00; E0;
30/12/19;   13:35:39;       0.203; 100.372;   30.67;    3894;   15.00; E0;
30/12/19;   13:35:40;       0.220; 100.172;   30.69;    3888;   15.00; E0;
30/12/19;   13:35:41;       0.237; 100.149;   30.70;    3888;   15.00; E0;
30/12/19;   13:35:42;       0.254; 100.216;   30.69;    3881;   15.00; E0;
30/12/19;   13:35:43;       0.271; 100.305;   30.68;    3887;   15.00; E0;
30/12/19;   13:35:44;       0.288; 100.484;   30.66;    3894;   15.00; E0;
30/12/19;   13:35:45;       0.305; 100.932;   30.61;    3887;   15.00; E0;
30/12/19;   13:35:46;       0.322; 101.089;   30.59;    3887;   15.00; E0;
30/12/19;   13:35:47;       0.339; 100.864;   30.62;    3894;   15.00; E0;
30/12/19;   13:35:48;       0.355; 100.820;   30.62;    3887;   15.00; E0;
30/12/19;   13:35:49;       0.372; 100.551;   30.65;    3887;   15.00; E0;
30/12/19;   13:35:50;       0.389; 100.439;   30.66;    3887;   15.00; E0;
30/12/19;   13:35:51;       0.406; 100.172;   30.69;    3894;   15.00; E0;
30/12/19;   13:35:52;       0.423; 100.216;   30.69;    3887;   15.00; E0;
30/12/19;   13:35:53;       0.440;  99.971;   30.71;    3875;   15.00; E0;
30/12/19;   13:35:54;       0.457;  99.816;   30.73;    3900;   15.00; E0;
30/12/19;   13:35:55;       0.474; 100.461;   30.66;    3900;   15.00; E0;
30/12/19;   13:35:56;       0.491; 100.261;   30.68;    3900;   15.00; E0;
30/12/19;   13:35:57;       0.508; 100.305;   30.68;    3906;   15.00; E0;
30/12/19;   13:35:58;       0.525; 100.596;   30.64;    3881;   15.00; E0;
30/12/19;   13:35:59;       0.542; 100.372;   30.67;    3887;   15.00; E0;
30/12/19;   13:36:00;       0.559; 100.775;   30.63;    3881;   15.00; E0;
30/12/19;   13:36:01;       0.575; 101.044;   30.59;    3881;   15.00; E0;
30/12/19;   13:36:02;       0.592; 100.618;   30.64;    3894;   15.00; E0;
30/12/19;   13:36:03;       0.609; 100.394;   30.67;    3875;   15.00; E0;
30/12/19;   13:36:04;       0.626;  99.905;   30.72;    3881;   15.00; E0;
30/12/19;   13:36:05;       0.643;  99.683;   30.75;    3881;   15.00; E0;
30/12/19;   13:36:06;       0.660;  99.727;   30.74;    3881;   15.00; E0;
30/12/19;   13:36:07;       0.677;  99.905;   30.72;    3881;   15.00; E0;
30/12/19;   13:36:08;       0.694; 100.127;   30.70;    3881;   15.00; E0;
30/12/19;   13:36:09;       0.711; 100.551;   30.65;    3894;   15.00; E0;
30/12/19;   13:36:10;       0.728; 100.775;   30.63;    3887;   15.00; E0;
30/12/19;   13:36:11;       0.745; 100.999;   30.60;    3881;   15.00; E0;
30/12/19;   13:36:12;       0.762; 101.022;   30.60;    3881;   15.00; E0;
30/12/19;   13:36:13;       0.779; 100.618;   30.64;    3881;   15.00; E0;
30/12/19;   13:36:14;       0.796; 100.484;   30.66;    3887;   15.00; E0;
30/12/19;   13:36:15;       0.812; 100.461;   30.66;    3887;   15.00; E0;
30/12/19;   13:36:16;       0.829; 100.261;   30.68;    3881;   15.00; E0;
30/12/19;   13:36:17;       0.846; 100.551;   30.65;    3875;   15.00; E0;
30/12/19;   13:36:18;       0.863; 101.067;   30.59;    3881;   15.00; E0;
30/12/19;   13:36:19;       0.880; 100.864;   30.62;    3881;   15.00; E0;
30/12/19;   13:36:20;       0.897; 100.999;   30.60;    3887;   15.00; E0;
30/12/19;   13:36:21;       0.914; 100.842;   30.62;    3881;   15.00; E0;
30/12/19;   13:36:22;       0.931; 100.372;   30.67;    3875;   15.00; E0;
30/12/19;   13:36:23;       0.948; 100.127;   30.70;    3887;   15.00; E0;
30/12/19;   13:36:24;       0.965; 100.350;   30.67;    3881;   15.00; E0;
30/12/19;   13:36:25;       0.982; 100.372;   30.67;    3881;   15.00; E0;
30/12/19;   13:36:26;       0.999; 100.596;   30.65;    3881;   15.00; E0;
30/12/19;   13:36:27;       1.016; 100.887;   30.61;    3894;   15.00; E0;
30/12/19;   13:36:28;       1.033; 100.685;   30.64;    3875;   15.00; E0;
30/12/19;   13:36:30;       1.050; 101.089;   30.59;    3875;   15.00; E0;
30/12/19;   13:36:31;       1.067; 101.022;   30.60;    3881;   15.00; E0;
30/12/19;   13:36:32;       1.084; 100.797;   30.62;    3875;   15.00; E0;
30/12/19;   13:36:33;       1.100; 100.618;   30.64;    3888;   15.00; E0;
30/12/19;   13:36:34;       1.117; 100.439;   30.66;    3875;   15.00; E0;
30/12/19;   13:36:35;       1.134; 100.551;   30.65;    3881;   15.00; E0;
30/12/19;   13:36:36;       1.151; 100.573;   30.65;    3887;   15.00; E0;
30/12/19;   13:36:37;       1.168; 100.797;   30.62;    3881;   15.00; E0;
30/12/19;   13:36:38;       1.185; 100.506;   30.65;    3887;   15.00; E0;
30/12/19;   13:36:39;       1.202; 100.283;   30.68;    3875;   15.00; E0;
30/12/19;   13:36:40;       1.219; 100.417;   30.66;    3894;   15.00; E0;
30/12/19;   13:36:41;       1.236; 100.417;   30.66;    3887;   15.00; E0;
30/12/19;   13:36:42;       1.253; 100.283;   30.68;    3888;   15.00; E0;
30/12/19;   13:36:43;       1.270; 100.283;   30.68;    3887;   15.00; E0;
30/12/19;   13:36:44;       1.286; 100.105;   30.70;    3875;   15.00; E0;
30/12/19;   13:36:45;       1.304; 100.083;   30.70;    3887;   15.00; E0;
30/12/19;   13:36:46;       1.321;  99.994;   30.71;    3888;   15.00; E0;
30/12/19;   13:36:47;       1.337;  99.994;   30.71;    3881;   15.00; E0;
30/12/19;   13:36:48;       1.354; 100.016;   30.71;    3881;   15.00; E0;
30/12/19;   13:36:49;       1.371;  99.816;   30.73;    3881;   15.00; E0;
30/12/19;   13:36:50;       1.388; 100.105;   30.70;    3887;   15.00; E0;
30/12/19;   13:36:51;       1.405; 100.238;   30.69;    3887;   15.00; E0;
30/12/19;   13:36:52;       1.422;  99.927;   30.72;    3888;   15.00; E0;
30/12/19;   13:36:53;       1.439;  99.927;   30.72;    3881;   15.00; E0;
30/12/19;   13:36:54;       1.456; 100.105;   30.70;    3881;   15.00; E0;
30/12/19;   13:36:55;       1.473;  99.949;   30.72;    3881;   15.00; E0;
30/12/19;   13:36:56;       1.490; 100.038;   30.71;    3881;   15.00; E0;
30/12/19;   13:36:57;       1.507; 100.439;   30.66;    3875;   15.00; E0;
30/12/19;   13:36:58;       1.524; 100.417;   30.66;    3881;   15.00; E0;
30/12/19;   13:36:59;       1.541; 100.618;   30.64;    3881;   15.00; E0;
30/12/19;   13:37:00;       1.558; 100.977;   30.60;    3881;   15.00; E0;
30/12/19;   13:37:01;       1.574; 100.797;   30.62;    3875;   15.00; E0;
30/12/19;   13:37:02;       1.591; 100.573;   30.65;    3887;   15.00; E0;
30/12/19;   13:37:03;       1.608; 100.596;   30.64;    3894;   15.00; E0;
30/12/19;   13:37:04;       1.625; 100.461;   30.66;    3881;   15.00; E0;
30/12/19;   13:37:05;       1.642; 100.194;   30.69;    3875;   15.00; E0;
30/12/19;   13:37:06;       1.659; 100.038;   30.71;    3881;   15.00; E0;
30/12/19;   13:37:07;       1.676;  99.794;   30.73;    3887;   15.00; E0;
30/12/19;   13:37:08;       1.693;  99.971;   30.72;    3881;   15.00; E0;
30/12/19;   13:37:09;       1.710; 100.038;   30.71;    3888;   15.00; E0;
30/12/19;   13:37:10;       1.727; 100.327;   30.67;    3881;   15.00; E0;
30/12/19;   13:37:11;       1.744; 100.305;   30.68;    3875;   15.00; E0;
30/12/19;   13:37:12;       1.761; 100.238;   30.68;    3887;   15.00; E0;
30/12/19;   13:37:13;       1.778; 100.506;   30.65;    3881;   15.00; E0;
30/12/19;   13:37:14;       1.795; 100.194;   30.69;    3881;   15.00; E0;
30/12/19;   13:37:15;       1.812; 100.261;   30.68;    3881;   15.00; E0;
30/12/19;   13:37:16;       1.829; 100.105;   30.70;    3881;   15.00; E0;
30/12/19;   13:37:17;       1.845;  99.838;   30.73;    3888;   15.00; E0;
30/12/19;   13:37:18;       1.862; 100.016;   30.71;    3881;   15.00; E0;
30/12/19;   13:37:19;       1.879; 100.327;   30.68;    3881;   15.00; E0;
30/12/19;   13:37:20;       1.896; 100.618;   30.64;    3875;   15.00; E0;
30/12/19;   13:37:21;       1.913; 100.820;   30.62;    3881;   15.00; E0;
30/12/19;   13:37:22;       1.930; 101.112;   30.59;    3894;   15.00; E0;
30/12/19;   13:37:23;       1.947; 100.954;   30.60;    3887;   15.00; E0;
30/12/19;   13:37:24;       1.964; 100.909;   30.61;    3887;   15.00; E0;
30/12/19;   13:37:25;       1.981; 101.089;   30.59;    3887;   15.00; E0;
30/12/19;   13:37:26;       1.998; 100.640;   30.64;    3881;   15.00; E0;
30/12/19;   13:37:27;       2.015; 100.663;   30.64;    3894;   15.00; E0;
30/12/19;   13:37:28;       2.032; 100.417;   30.67;    3887;   15.00; E0;
30/12/19;   13:37:29;       2.049;  99.994;   30.71;    3881;   15.00; E0;
30/12/19;   13:37:30;       2.066;  99.971;   30.71;    3888;   15.00; E0;
30/12/19;   13:37:31;       2.082;  99.905;   30.72;    3894;   15.00; E0;
30/12/19;   13:37:33;       2.099; 100.172;   30.69;    3887;   15.00; E0;
30/12/19;   13:37:34;       2.116; 100.417;   30.66;    3881;   15.00; E0;
30/12/19;   13:37:35;       2.133; 100.573;   30.65;    3881;   15.00; E0;
30/12/19;   13:37:36;       2.150; 100.216;   30.69;    3881;   15.00; E0;
30/12/19;   13:37:37;       2.167; 100.127;   30.70;    3881;   15.00; E0;
30/12/19;   13:37:38;       2.184; 100.149;   30.70;    3881;   15.00; E0;
30/12/19;   13:37:39;       2.201; 100.238;   30.69;    3881;   15.00; E0;
30/12/19;   13:37:40;       2.218; 100.618;   30.64;    3887;   15.00; E0;
30/12/19;   13:37:41;       2.235; 100.506;   30.66;    3881;   15.00; E0;
30/12/19;   13:37:42;       2.252; 100.528;   30.65;    3887;   15.00; E0;
30/12/19;   13:37:43;       2.269; 100.216;   30.69;    3888;   15.00; E0;
30/12/19;   13:37:44;       2.286; 100.060;   30.71;    3887;   15.00; E0;
30/12/19;   13:37:45;       2.303; 100.016;   30.71;    3881;   15.00; E0;
30/12/19;   13:37:46;       2.320;  99.949;   30.72;    3887;   15.00; E0;
30/12/19;   13:37:47;       2.336;  99.971;   30.71;    3894;   15.00; E0;
30/12/19;   13:37:48;       2.353;  99.927;   30.72;    3887;   15.00; E0;
30/12/19;   13:37:49;       2.370; 100.350;   30.67;    3887;   15.00; E0;
30/12/19;   13:37:50;       2.387; 100.083;   30.70;    3894;   15.00; E0;
30/12/19;   13:37:51;       2.404; 100.261;   30.68;    3894;   15.00; E0;
30/12/19;   13:37:52;       2.421; 100.238;   30.69;    3887;   15.00; E0;
30/12/19;   13:37:53;       2.438;  99.838;   30.73;    3887;   15.00; E0;
30/12/19;   13:37:54;       2.455; 100.261;   30.68;    3881;   15.00; E0;
30/12/19;   13:37:55;       2.472; 100.551;   30.65;    3887;   15.00; E0;
30/12/19;   13:37:56;       2.489; 100.618;   30.64;    3881;   15.00; E0;
30/12/19;   13:37:57;       2.506; 100.573;   30.65;    3887;   15.00; E0;
30/12/19;   13:37:58;       2.523; 100.439;   30.66;    3887;   15.00; E0;
30/12/19;   13:37:59;       2.540; 100.127;   30.70;    3887;   15.00; E0;
30/12/19;   13:38:00;       2.557; 100.060;   30.71;    3894;   15.00; E0;
30/12/19;   13:38:01;       2.573; 100.327;   30.68;    3881;   15.00; E0;
30/12/19;   13:38:02;       2.590;  99.905;   30.72;    3894;   15.00; E0;
30/12/19;   13:38:03;       2.607;  99.994;   30.71;    3900;   15.00; E0;
30/12/19;   13:38:04;       2.624;  99.617;   30.75;    3894;   15.00; E0;
30/12/19;   13:38:05;       2.641;  99.330;   30.79;    3894;   15.00; E0;
30/12/19;   13:38:06;       2.658;  99.772;   30.74;    3887;   15.00; E0;
30/12/19;   13:38:07;       2.675;  99.772;   30.74;    3887;   15.00; E0;
30/12/19;   13:38:08;       2.692; 100.172;   30.69;    3887;   15.00; E0;
30/12/19;   13:38:09;       2.709; 100.016;   30.71;    3894;   15.00; E0;
30/12/19;   13:38:10;       2.726; 100.238;   30.69;    3894;   15.00; E0;
30/12/19;   13:38:11;       2.743; 100.238;   30.69;    3900;   15.00; E0;
30/12/19;   13:38:12;       2.760; 100.305;   30.68;    3894;   15.00; E0;
30/12/19;   13:38:13;       2.777; 100.707;   30.63;    3887;   15.00; E0;
30/12/19;   13:38:14;       2.794; 100.394;   30.67;    3894;   15.00; E0;
30/12/19;   13:38:15;       2.810; 100.596;   30.65;    3894;   15.00; E0;
30/12/19;   13:38:16;       2.827; 100.573;   30.65;    3887;   15.00; E0;
30/12/19;   13:38:17;       2.844; 100.127;   30.70;    3888;   15.00; E0;
30/12/19;   13:38:18;       2.861; 100.016;   30.71;    3888;   15.00; E0;
30/12/19;   13:38:19;       2.878;  99.374;   30.78;    3900;   15.00; E0;
30/12/19;   13:38:20;       2.895;  99.573;   30.76;    3894;   15.00; E0;
30/12/19;   13:38:21;       2.912;  99.573;   30.76;    3900;   15.00; E0;
30/12/19;   13:38:22;       2.929;  99.750;   30.74;    3894;   15.00; E0;
30/12/19;   13:38:23;       2.946;  99.617;   30.75;    3888;   15.00; E0;
30/12/19;   13:38:24;       2.963;  99.198;   30.80;    3894;   15.00; E0;
30/12/19;   13:38:25;       2.980;  99.462;   30.77;    3894;   15.00; E0;
30/12/19;   13:38:26;       2.997;  99.462;   30.77;    3900;   15.00; E0;
30/12/19;   13:38:27;       3.014;  99.794;   30.73;    3900;   15.00; E0;
30/12/19;   13:38:28;       3.031; 100.149;   30.70;    3894;   15.00; E0;
30/12/19;   13:38:29;       3.048; 100.573;   30.65;    3894;   15.00; E0;
30/12/19;   13:38:30;       3.064; 100.350;   30.67;    3900;   15.00; E0;
30/12/19;   13:38:31;       3.081; 100.327;   30.68;    3881;   15.00; E0;
30/12/19;   13:38:32;       3.098; 100.194;   30.69;    3894;   15.00; E0;
30/12/19;   13:38:33;       3.115;  99.727;   30.74;    3900;   15.00; E0;
30/12/19;   13:38:34;       3.132;  99.550;   30.76;    3900;   15.00; E0;
30/12/19;   13:38:35;       3.149;  99.772;   30.74;    3887;   15.00; E0;
30/12/19;   13:38:36;       3.166;  99.595;   30.76;    3888;   15.00; E0;
30/12/19;   13:38:38;       3.183;  99.595;   30.76;    3894;   15.00; E0;
30/12/19;   13:38:39;       3.200; 100.172;   30.69;    3887;   15.00; E0;
30/12/19;   13:38:40;       3.217; 100.394;   30.67;    3887;   15.00; E0;
30/12/19;   13:38:41;       3.234; 100.573;   30.65;    3894;   15.00; E0;
30/12/19;   13:38:42;       3.251; 100.685;   30.63;    3894;   15.00; E0;
30/12/19;   13:38:43;       3.268; 100.887;   30.61;    3894;   15.00; E0;
30/12/19;   13:38:44;       3.285; 100.730;   30.63;    3887;   15.00; E0;
30/12/19;   13:38:45;       3.301; 100.752;   30.63;    3906;   15.00; E0;
30/12/19;   13:38:46;       3.318; 100.596;   30.64;    3894;   15.00; E0;
30/12/19;   13:38:47;       3.335;  99.750;   30.74;    3894;   15.00; E0;
30/12/19;   13:38:48;       3.352;  99.528;   30.77;    3894;   15.00; E0;
30/12/19;   13:38:49;       3.369;  99.683;   30.75;    3900;   15.00; E0;
30/12/19;   13:38:50;       3.386;  99.816;   30.73;    3894;   15.00; E0;
30/12/19;   13:38:51;       3.403; 100.060;   30.70;    3894;   15.00; E0;
30/12/19;   13:38:52;       3.420; 100.238;   30.69;    3900;   15.00; E0;
30/12/19;   13:38:53;       3.437;  99.816;   30.73;    3894;   15.00; E0;
30/12/19;   13:38:54;       3.454;  99.772;   30.74;    3900;   15.00; E0;
30/12/19;   13:38:55;       3.471;  99.772;   30.74;    3900;   15.00; E0;
30/12/19;   13:38:56;       3.488;  99.772;   30.74;    3900;   15.00; E0;
30/12/19;   13:38:57;       3.505;  99.772;   30.74;    3894;   15.00; E0;
30/12/19;   13:38:58;       3.522;  99.772;   30.74;    3894;   15.00; E0;
30/12/19;   13:38:59;       3.538;  99.772;   30.74;    3894;   15.00; E0;
30/12/19;   13:39:00;       3.555;  99.816;   30.73;    3894;   15.00; E0;
30/12/19;   13:39:01;       3.572;  99.860;   30.73;    3900;   15.00; E0;
30/12/19;   13:39:02;       3.589;  99.683;   30.75;    3900;   15.00; E0;
30/12/19;   13:39:03;       3.606;  99.860;   30.73;    3894;   15.00; E0;
30/12/19;   13:39:04;       3.623; 100.016;   30.71;    3894;   15.00; E0;
30/12/19;   13:39:05;       3.640; 100.506;   30.66;    3894;   15.00; E0;
30/12/19;   13:39:06;       3.657; 100.417;   30.66;    3906;   15.00; E0;
30/12/19;   13:39:07;       3.674; 100.216;   30.69;    3900;   15.00; E0;
30/12/19;   13:39:08;       3.691;  99.994;   30.71;    3894;   15.00; E0;
30/12/19;   13:39:09;       3.708;  99.418;   30.78;    3913;   15.00; E0;
30/12/19;   13:39:10;       3.725;  99.661;   30.75;    3900;   15.00; E0;
30/12/19;   13:39:11;       3.742;  99.949;   30.72;    3900;   15.00; E0;
30/12/19;   13:39:12;       3.759; 100.216;   30.69;    3894;   15.00; E0;
30/12/19;   13:39:13;       3.776; 100.707;   30.63;    3887;   15.00; E0;
30/12/19;   13:39:14;       3.792; 100.528;   30.65;    3906;   15.00; E0;
30/12/19;   13:39:15;       3.809; 100.238;   30.68;    3900;   15.00; E0;
30/12/19;   13:39:16;       3.826;  99.994;   30.71;    3906;   15.00; E0;
30/12/19;   13:39:17;       3.843;  99.750;   30.74;    3894;   15.00; E0;
30/12/19;   13:39:18;       3.860;  99.705;   30.74;    3900;   15.00; E0;
30/12/19;   13:39:19;       3.877;  99.905;   30.72;    3887;   15.00; E0;
30/12/19;   13:39:20;       3.894;  99.860;   30.73;    3900;   15.00; E0;
30/12/19;   13:39:21;       3.911;  99.683;   30.75;    3894;   15.00; E0;
30/12/19;   13:39:22;       3.928;  99.661;   30.75;    3894;   15.00; E0;
30/12/19;   13:39:23;       3.945;  99.905;   30.72;    3900;   15.00; E0;
30/12/19;   13:39:24;       3.962;  99.994;   30.71;    3887;   15.00; E0;
30/12/19;   13:39:25;       3.979;  99.949;   30.72;    3881;   15.00; E0;
30/12/19;   13:39:26;       3.996;  99.971;   30.71;    3900;   15.00; E0;
30/12/19;   13:39:27;       4.013;  99.860;   30.73;    3900;   15.00; E0;
30/12/19;   13:39:28;       4.029;  99.883;   30.73;    3900;   15.00; E0;
30/12/19;   13:39:29;       4.046; 100.283;   30.68;    3900;   15.00; E0;
30/12/19;   13:39:30;       4.063; 100.528;   30.65;    3894;   15.00; E0;
30/12/19;   13:39:31;       4.080; 100.194;   30.69;    3900;   15.00; E0;
30/12/19;   13:39:32;       4.097;  99.727;   30.74;    3907;   15.00; E0;
30/12/19;   13:39:33;       4.114;  99.639;   30.75;    3913;   15.00; E0;
30/12/19;   13:39:34;       4.131;  99.816;   30.73;    3906;   15.00; E0;
30/12/19;   13:39:35;       4.148; 100.417;   30.66;    3900;   15.00; E0;
30/12/19;   13:39:36;       4.165; 100.820;   30.62;    3894;   15.00; E0;
30/12/19;   13:39:37;       4.182; 100.528;   30.65;    3894;   15.00; E0;
30/12/19;   13:39:38;       4.199; 100.573;   30.65;    3900;   15.00; E0;
30/12/19;   13:39:39;       4.216;  99.949;   30.72;    3900;   15.00; E0;
30/12/19;   13:39:40;       4.233;  99.750;   30.74;    3900;   15.00; E0;
30/12/19;   13:39:42;       4.250;  99.794;   30.73;    3906;   15.00; E0;
30/12/19;   13:39:43;       4.266;  99.308;   30.79;    3900;   15.00; E0;
30/12/19;   13:39:44;       4.283;  99.352;   30.79;    3894;   15.00; E0;
30/12/19;   13:39:45;       4.300;  99.374;   30.78;    3894;   15.00; E0;
30/12/19;   13:39:46;       4.317;  99.550;   30.76;    3906;   15.00; E0;
30/12/19;   13:39:47;       4.334;  99.816;   30.73;    3894;   15.00; E0;
30/12/19;   13:39:48;       4.351;  99.794;   30.73;    3894;   15.00; E0;
30/12/19;   13:39:49;       4.368;  99.794;   30.73;    3900;   15.00; E0;
30/12/19;   13:39:50;       4.385;  99.374;   30.78;    3900;   15.00; E0;
30/12/19;   13:39:51;       4.402;  99.153;   30.81;    3900;   15.00; E0;
30/12/19;   13:39:52;       4.419;  99.374;   30.78;    3894;   15.00; E0;
30/12/19;   13:39:53;       4.436;  99.374;   30.78;    3894;   15.00; E0;
30/12/19;   13:39:54;       4.453; 100.060;   30.70;    3900;   15.00; E0;
30/12/19;   13:39:55;       4.470; 100.261;   30.68;    3900;   15.00; E0;
30/12/19;   13:39:56;       4.487; 100.127;   30.70;    3900;   15.00; E0;
30/12/19;   13:39:57;       4.504; 100.127;   30.70;    3900;   15.00; E0;
30/12/19;   13:39:58;       4.520;  99.838;   30.73;    3894;   15.00; E0;
30/12/19;   13:39:59;       4.537;  99.860;   30.73;    3900;   15.00; E0;
30/12/19;   13:40:00;       4.554;  99.772;   30.74;    3900;   15.00; E0;
30/12/19;   13:40:01;       4.571;  99.727;   30.74;    3888;   15.00; E0;
30/12/19;   13:40:02;       4.588;  99.927;   30.72;    3887;   15.00; E0;
30/12/19;   13:40:03;       4.605;  99.927;   30.72;    3900;   15.00; E0;
30/12/19;   13:40:04;       4.622;  99.927;   30.72;    3906;   15.00; E0;
30/12/19;   13:40:05;       4.639; 100.149;   30.70;    3900;   15.00; E0;
30/12/19;   13:40:06;       4.656;  99.994;   30.71;    3900;   15.00; E0;
30/12/19;   13:40:07;       4.673;  99.550;   30.76;    3894;   15.00; E0;
30/12/19;   13:40:08;       4.690;  99.506;   30.77;    3900;   15.00; E0;
30/12/19;   13:40:09;       4.707;  99.308;   30.79;    3906;   15.00; E0;
30/12/19;   13:40:10;       4.724;  99.220;   30.80;    3900;   15.00; E0;
30/12/19;   13:40:11;       4.741;  99.661;   30.75;    3900;   15.00; E0;
30/12/19;   13:40:12;       4.757;  99.905;   30.72;    3894;   15.00; E0;
30/12/19;   13:40:13;       4.774; 100.283;   30.68;    3900;   15.00; E0;
30/12/19;   13:40:14;       4.791; 100.216;   30.69;    3900;   15.00; E0;
30/12/19;   13:40:15;       4.808;  99.949;   30.72;    3906;   15.00; E0;
30/12/19;   13:40:16;       4.825;  99.683;   30.75;    3894;   15.00; E0;
30/12/19;   13:40:17;       4.842;  99.506;   30.77;    3913;   15.00; E0;
30/12/19;   13:40:18;       4.859;  99.418;   30.78;    3900;   15.00; E0;
30/12/19;   13:40:19;       4.876;  99.352;   30.79;    3906;   15.00; E0;
30/12/19;   13:40:20;       4.893;  99.816;   30.73;    3900;   15.00; E0;
30/12/19;   13:40:21;       4.910;  99.794;   30.73;    3906;   15.00; E0;
30/12/19;   13:40:22;       4.927;  99.816;   30.73;    3900;   15.00; E0;
30/12/19;   13:40:23;       4.944; 100.172;   30.69;    3887;   15.00; E0;
30/12/19;   13:40:24;       4.961;  99.639;   30.75;    3900;   15.00; E0;
30/12/19;   13:40:25;       4.978;  99.440;   30.78;    3900;   15.00; E0;
30/12/19;   13:40:26;       4.995;  99.994;   30.71;    3894;   15.00; E0;
30/12/19;   13:40:27;       5.011;  99.750;   30.74;    3906;   15.00; E0;
30/12/19;   13:40:28;       5.028; 100.506;   30.66;    3912;   15.00; E0;
30/12/19;   13:40:29;       5.045; 100.528;   30.65;    3906;   15.00; E0;
30/12/19;   13:40:30;       5.062; 100.149;   30.70;    3900;   15.00; E0;
30/12/19;   13:40:31;       5.079; 100.327;   30.68;    3913;   15.00; E0;
30/12/19;   13:40:32;       5.096; 100.194;   30.69;    3906;   15.00; E0;
30/12/19;   13:40:33;       5.113; 100.439;   30.66;    3913;   15.00; E0;
30/12/19;   13:40:34;       5.130; 100.283;   30.68;    3900;   15.00; E0;
30/12/19;   13:40:35;       5.147; 100.083;   30.70;    3900;   15.00; E0;
30/12/19;   13:40:36;       5.164;  99.661;   30.75;    3894;   15.00; E0;
30/12/19;   13:40:37;       5.181;  99.242;   30.80;    3894;   15.00; E0;
30/12/19;   13:40:38;       5.198;  99.022;   30.82;    3900;   15.00; E0;
30/12/19;   13:40:39;       5.215;  99.022;   30.82;    3913;   15.00; E0;
30/12/19;   13:40:40;       5.232;  98.912;   30.84;    3906;   15.00; E0;
30/12/19;   13:40:41;       5.248;  99.110;   30.81;    3906;   15.00; E0;
30/12/19;   13:40:42;       5.265;  99.066;   30.82;    3907;   15.00; E0;
30/12/19;   13:40:43;       5.282;  99.506;   30.77;    3894;   15.00; E0;
30/12/19;   13:40:44;       5.299;  99.727;   30.74;    3906;   15.00; E0;
30/12/19;   13:40:46;       5.316;  99.661;   30.75;    3900;   15.00; E0;
30/12/19;   13:40:47;       5.333;  99.883;   30.73;    3913;   15.00; E0;
30/12/19;   13:40:48;       5.350;  99.639;   30.75;    3906;   15.00; E0;
30/12/19;   13:40:49;       5.367;  99.727;   30.74;    3913;   15.00; E0;
30/12/19;   13:40:50;       5.384;  99.772;   30.74;    3900;   15.00; E0;
30/12/19;   13:40:51;       5.401; 100.016;   30.71;    3900;   15.00; E0;
30/12/19;   13:40:52;       5.418; 100.016;   30.71;    3906;   15.00; E0;
30/12/19;   13:40:53;       5.435;  99.772;   30.74;    3900;   15.00; E0;
30/12/19;   13:40:54;       5.452;  99.661;   30.75;    3907;   15.00; E0;
30/12/19;   13:40:55;       5.469;  99.462;   30.77;    3913;   15.00; E0;
