AQUARESP 3 - Swim version  - Data file 
--------------------------------------------------------------------------------------------------------------------------------
Experiment start, UNIX time: 1573404592
Flush time ,s: 300
Wait time, s: 30
Measurement time, s: 870
Mass of fish, kg: 0.488
Fish length - width - heigth, cm: 37;4.5;7;
Volume respirometer, L: 32
Real volume (vresp - vfish) (neutrally bouyant), L: 31.512
Salinity: 0.5
Temperature: 12

 Timestamp is beginning of measurement period 
-.-.-.-.-.-.-.-.------------------------------------------------------
Clock TIME;TIME HOURS;TIME UNIX;MO2 mg/h/kg;MO2 mg/h;SLOPE;Intercept;R^2;P;Std Err; Measurement duration seconds;avg po2;median po2; minimum po2; max po2;delta po2;oxygen solubility;ratio vreal fish;total experiment duration hours;minutes;seconds;days;Animal mass;Average swimspeed not corrrected for solidblocking cm/s;Average swimspeed cm/s;Average swimspeed BL/s;Average voltage;Vh2o L/kg/h;
2019-11-10 16:55:23;0.33361111111111114;1573405793;153.0464668595043;74.6866758274381;-0.006094178680057538;100.61856886998393;0.9217193180409428;0.0;0.009624960275584342;870;97.97263046044864;97.733;94.779;101.522;6.743000000000009;10.803126912819913;64.57377049180329;0.33361111111111114;20.016666666666666;1201;0.013900462962962963;0.488;74.6866758274381;16.603159519977023;18.421357651440115;0.4978745311200031;-0.45654296875;14.16686743519474;
2019-11-10 17:15:23;0.6669444444444445;1573406993;135.22342812498647;65.9890329249934;-0.005384480606664913;100.00956400869963;0.913416623407048;0.0;0.010098652173822935;870;97.6645499412456;97.456;94.204;100.946;6.742000000000004;10.803126912819913;64.57377049180329;0.6669444444444445;40.016666666666666;2401;0.027789351851851853;0.488;65.9890329249934;16.603159519977023;18.421357651440115;0.4978745311200031;-0.45654296875;12.51706373684445;
2019-11-10 17:35:23;1.0005555555555556;1573408193;119.96868975814762;58.54472060197604;-0.00477705004500166;100.42750494723438;0.9015877888274125;0.0;0.010772749686905869;871;98.34825176470588;98.182;95.669;101.455;5.786000000000001;10.803126912819913;64.57377049180329;1.0005555555555556;60.03333333333333;3602;0.04168981481481481;0.488;58.54472060197604;16.603159519977023;18.421357651440115;0.4978745311200031;-0.45654296875;11.10499679641665;
2019-11-10 17:55:24;1.333888888888889;1573409393;138.12712003459356;67.40603457688165;-0.005500103121134506;101.21671992563834;0.9010972489360809;0.0;0.01081232283714541;870;98.82684080188679;98.676;96.254;102.237;5.98299999999999;10.803126912819913;64.57377049180329;1.333888888888889;80.03333333333333;4802;0.05557870370370371;0.488;67.40603457688165;16.603159519977023;18.421357651440115;0.4978745311200031;-0.45654296875;12.78584627851406;
2019-11-10 18:15:24;1.6672222222222222;1573410593;148.85436921542978;72.64093217712973;-0.005927252957357315;101.77576153068885;0.9229249638194732;0.0;0.009533644258854786;870;99.20129058823531;99.108;96.149;102.596;6.447000000000003;10.803126912819913;64.57377049180329;1.6672222222222222;100.03333333333333;6002;0.0694675925925926;0.488;72.64093217712973;16.603159519977023;18.421357651440115;0.4978745311200031;-0.45654296875;13.778822596149128;
2019-11-10 18:35:24;2.0005555555555556;1573411794;164.59756888615644;80.32361361644433;-0.006554133628031701;101.41920969714494;0.9345576732716426;0.0;0.008774449989691485;870;98.5765234741784;98.332;95.482;102.215;6.733000000000004;10.803126912819913;64.57377049180329;2.0005555555555556;120.03333333333333;7202;0.08335648148148148;0.488;80.32361361644433;16.48628728264097;18.291686833009383;0.494369914405659;-0.4541015625;15.236104344088647;
2019-11-10 18:55:24;2.3338888888888887;1573412994;171.02118518905974;83.45833837226115;-0.006809916504469872;100.79089191946875;0.9460569466688017;0.0;0.00798042567884586;870;97.83009422850412;97.69;93.633;101.611;7.978000000000009;10.803126912819913;64.57377049180329;2.3338888888888887;140.03333333333333;8402;0.09724537037037037;0.488;83.45833837226115;16.603159519977023;18.421357651440115;0.4978745311200031;-0.45654296875;15.830711475407309;
2019-11-10 19:15:24;2.667222222222222;1573414194;138.77354734919226;67.72149110640582;-0.00552584330083072;100.04334872508984;0.9185357749413029;0.0;0.009795567917928155;870;97.64162632197416;97.605;94.327;100.725;6.397999999999996;10.803126912819913;64.57377049180329;2.667222222222222;160.03333333333333;9602;0.11113425925925927;0.488;67.72149110640582;16.603159519977023;18.421357651440115;0.4978745311200031;-0.45654296875;12.845683334934417;
2019-11-10 19:35:24;3.0008333333333335;1573415394;144.36250404362767;70.4489019732903;-0.00574839074952328;99.61542641122125;0.9267568995477489;0.0;0.009277235475277635;871;97.11633880422039;97.244;93.633;100.219;6.5859999999999985;10.803126912819913;64.57377049180329;3.0008333333333335;180.05;10803;0.12503472222222223;0.488;70.4489019732903;16.603159519977023;18.421357651440115;0.4978745311200031;-0.45654296875;13.363029538449169;
2019-11-10 19:55:24;3.3341666666666665;1573416594;176.35031122881617;86.05895187966229;-0.00702211771996501;99.01434249193431;0.9531409501136211;0.0;0.0074379804775801155;871;95.95733922261485;96.065;92.563;100.263;7.700000000000003;10.803126912819913;64.57377049180329;3.3341666666666665;200.05;12003;0.13892361111111112;0.488;86.05895187966229;16.603159519977023;18.421357651440115;0.4978745311200031;-0.45654296875;16.32400624855604;
