AQUARESP 3 - Swim version  - Data file 
--------------------------------------------------------------------------------------------------------------------------------
Experiment start, UNIX time: 1574856430
Flush time ,s: 600
Wait time, s: 30
Measurement time, s: 870
Mass of fish, kg: 0.453
Fish length - width - heigth, cm: 36;4.3;6.8;
Volume respirometer, L: 32
Real volume (vresp - vfish) (neutrally bouyant), L: 31.547
Salinity: 0.5
Temperature: 12

 Timestamp is beginning of measurement period 
-.-.-.-.-.-.-.-.------------------------------------------------------
Clock TIME;TIME HOURS;TIME UNIX;MO2 mg/h/kg;MO2 mg/h;SLOPE;Intercept;R^2;P;Std Err; Measurement duration seconds;avg po2;median po2; minimum po2; max po2;delta po2;oxygen solubility;ratio vreal fish;total experiment duration hours;minutes;seconds;days;Animal mass;Average swimspeed not corrrected for solidblocking cm/s;Average swimspeed cm/s;Average swimspeed BL/s;Average voltage;Vh2o L/kg/h;
2019-11-27 12:17:41;0.41694444444444445;1574857930;251.67207990779656;114.00745219823185;-0.009292299425988375;100.26018456216384;0.9822040383604012;0.0;0.004575633885960675;870;96.22190610328637;96.316;91.744;100.153;8.409000000000006;10.803126912819913;69.6401766004415;0.41694444444444445;25.016666666666666;1501;0.017372685185185185;0.453;114.00745219823185;16.48628728264097;18.113892937138424;0.5031636926982895;-0.4541015625;23.29622542980042;
2019-11-27 12:42:41;0.8336111111111111;1574859430;225.72589359545827;102.2538297987426;-0.008334307851138045;99.70784790107395;0.9761001091272401;0.0;0.005308844843877791;870;96.08522823529411;96.275;92.043;100.351;8.307999999999993;10.803126912819913;69.6401766004415;0.8336111111111111;50.016666666666666;3001;0.0347337962962963;0.453;102.2538297987426;16.48628728264097;18.113892937138424;0.5031636926982895;-0.4541015625;20.89449614144518;
2019-11-27 13:07:41;1.2502777777777778;1574860930;224.4087843522511;101.65717931156975;-0.008285677214521133;99.70614185273205;0.9748296593388703;0.0;0.005448119445883613;870;96.10086823529412;96.107;91.784;100.022;8.238;10.803126912819913;69.6401766004415;1.2502777777777778;75.01666666666667;4501;0.05209490740740741;0.453;101.65717931156975;16.48628728264097;18.113892937138424;0.5031636926982895;-0.4541015625;20.772576881046216;
2019-11-27 13:32:41;1.6669444444444443;1574862430;218.31534305700725;98.89685040482429;-0.0080606936522967;99.61697796537746;0.9787301477362087;0.0;0.005002335015216429;870;96.10996126760564;96.065;92.382;100.482;8.099999999999994;10.803126912819913;69.6401766004415;1.6669444444444443;100.01666666666667;6001;0.06945601851851851;0.453;98.89685040482429;16.48628728264097;18.113892937138424;0.5031636926982895;-0.4541015625;20.208532660848004;
2019-11-27 13:57:41;2.0836111111111113;1574863931;-308.2833098339649;-139.6523393547861;0.011382513404194279;98.59460102486167;0.6780640436855444;0.0;0.019472911822181575;870;103.5443090481786;102.282;99.651;111.95;12.299000000000007;10.803126912819913;69.6401766004415;2.0836111111111113;125.01666666666667;7501;0.08681712962962963;0.453;-139.6523393547861;16.48628728264097;18.113892937138424;0.5031636926982895;-0.4541015625;-28.536488770499364;
2019-11-27 14:22:41;2.500277777777778;1574865431;311.2528889837184;140.99755870962443;-0.011492156947644912;105.4513513161488;0.9847485994155832;0.0;0.004233407589303915;870;100.45290973036342;100.351;95.233;106.062;10.828999999999994;10.803126912819913;69.6401766004415;2.500277777777778;150.01666666666668;9001;0.10417824074074074;0.453;140.99755870962443;16.48628728264097;18.113892937138424;0.5031636926982895;-0.4541015625;28.81137021674337;
2019-11-27 14:47:41;2.9169444444444443;1574866931;266.30222661445623;120.63490865634867;-0.009832477358694401;101.60964109212468;0.9815725718835098;0.0;0.0046588477468169605;870;97.33168155111633;97.286;92.764;101.834;9.070000000000007;10.803126912819913;69.6401766004415;2.9169444444444443;175.01666666666668;10501;0.12153935185185186;0.453;120.63490865634867;16.48628728264097;18.113892937138424;0.5031636926982895;-0.4541015625;24.650476548455547;
2019-11-27 15:12:41;3.3336111111111113;1574868431;204.29115955376741;92.54389527785663;-0.007542889244414609;114.14105664235402;0.9362178062569133;0.0;0.008677767719249028;870;110.8584605418139;111.157;107.215;114.422;7.206999999999994;10.803126912819913;69.6401766004415;3.3336111111111113;200.01666666666668;12001;0.13890046296296296;0.453;92.54389527785663;16.48628728264097;18.113892937138424;0.5031636926982895;-0.4541015625;18.910373006109747;
2019-11-27 15:37:41;3.750277777777778;1574869931;144.2373338033069;65.33951221289803;-0.005325566882896179;107.31581365661593;0.9338587141759142;0.0;0.0088315796616945;870;104.99805176470588;104.992;102.08;107.618;5.537999999999997;10.803126912819913;69.6401766004415;3.750277777777778;225.01666666666668;13501;0.15626157407407407;0.453;65.33951221289803;16.48628728264097;18.113892937138424;0.5031636926982895;-0.4541015625;13.3514430560047;
2019-11-27 16:02:41;4.166944444444445;1574871431;145.68815841187384;65.99673576057886;-0.005379134591647724;104.64680514589284;0.938817329152525;0.0;0.008494078878806158;870;102.30614117647058;102.338;99.238;105.131;5.893000000000001;10.803126912819913;69.6401766004415;4.166944444444445;250.01666666666668;15001;0.17362268518518517;0.453;65.99673576057886;16.48628728264097;18.113892937138424;0.5031636926982895;-0.4541015625;13.485739785116088;
2019-11-27 16:27:41;4.583611111111111;1574872931;155.97447364007084;70.6564365589521;-0.005758928493003523;103.52865699145714;0.946448204231335;0.0;0.0079373870177167;870;101.02982276995306;101.06700000000001;98.246;103.889;5.643000000000001;10.803126912819913;69.6401766004415;4.583611111111111;275.01666666666665;16501;0.1909837962962963;0.453;70.6564365589521;16.48628728264097;18.113892937138424;0.5031636926982895;-0.4541015625;14.437900702154874;
2019-11-27 16:52:41;5.000277777777778;1574874431;179.04424474978555;81.10704287165285;-0.006610716346940372;102.97384323317033;0.9624766283771775;0.0;0.006652011649807708;870;100.0968905882353;100.175;96.927;103.866;6.938999999999993;10.803126912819913;69.6401766004415;5.000277777777778;300.01666666666665;18001;0.2083449074074074;0.453;81.10704287165285;16.48628728264097;18.113892937138424;0.5031636926982895;-0.4541015625;16.57337233882871;
2019-11-27 17:17:41;5.416944444444445;1574875931;187.2285738558364;84.8145439566939;-0.006912900191418149;102.41117583992123;0.964438322010495;0.0;0.0064834466424769175;870;99.40223820754717;99.498;95.836;102.98;7.1440000000000055;10.803126912819913;69.6401766004415;5.416944444444445;325.01666666666665;19501;0.22570601851851851;0.453;84.8145439566939;16.48628728264097;18.113892937138424;0.5031636926982895;-0.4541015625;17.33096124545709;
