Time;Seconds from start for linreg;Unix Time;ch1 po2;Uc;Ubl;Vc;
09:30:24;-1.0;1574760625;78.27;21.580974474033045;0.5994715131675846;-0.52001953125;
09:30:25;0.0;1574760626;78.237;21.452564046740655;0.5959045568539071;-0.517578125;
09:30:26;1.0;1574760627;77.952;21.837795328617833;0.6066054257949398;-0.52490234375;
09:30:27;2.0;1574760628;78.119;21.966205755910227;0.6101723821086175;-0.52734375;
09:30:28;3.0;1574760629;78.103;22.4798474650798;0.6244402073633277;-0.537109375;
09:30:29;4.0;1574760630;78.103;21.580974474033045;0.5994715131675846;-0.52001953125;
09:30:30;5.0;1574760631;78.22;22.094616183202618;0.6137393384222949;-0.52978515625;
09:30:31;6.0;1574760632;78.186;21.324153619448257;0.5923376005402293;-0.51513671875;
09:30:32;7.0;1574760633;78.321;21.966205755910227;0.6101723821086175;-0.52734375;
09:30:33;8.0;1574760634;78.421;21.067332764863473;0.5852036879128742;-0.51025390625;
09:30:34;9.0;1574760635;78.388;21.966205755910227;0.6101723821086175;-0.52734375;
09:30:35;10.0;1574760636;78.404;22.4798474650798;0.6244402073633277;-0.537109375;
09:30:36;11.0;1574760637;78.505;21.837795328617833;0.6066054257949398;-0.52490234375;
09:30:37;12.0;1574760638;78.388;22.223026610495015;0.6173062947359726;-0.5322265625;
09:30:38;13.0;1574760639;78.404;21.580974474033045;0.5994715131675846;-0.52001953125;
09:30:39;14.0;1574760640;78.337;21.966205755910227;0.6101723821086175;-0.52734375;
09:30:40;15.0;1574760641;78.22;21.70938490132544;0.6030384694812622;-0.5224609375;
09:30:41;16.0;1574760642;78.119;21.70938490132544;0.6030384694812622;-0.5224609375;
09:30:42;17.0;1574760643;78.27;21.837795328617833;0.6066054257949398;-0.52490234375;
09:30:43;18.0;1574760644;78.119;22.993489174249373;0.6387080326180381;-0.546875;
09:30:44;19.0;1574760645;78.337;22.223026610495015;0.6173062947359726;-0.5322265625;
09:30:45;20.0;1574760646;78.489;23.37872045612655;0.6494089015590708;-0.55419921875;
09:30:46;21.0;1574760647;78.186;22.223026610495015;0.6173062947359726;-0.5322265625;
09:30:47;22.0;1574760648;78.388;21.70938490132544;0.6030384694812622;-0.5224609375;
09:30:48;23.0;1574760649;78.069;21.452564046740655;0.5959045568539071;-0.517578125;
09:30:49;24.0;1574760650;78.17;22.736668319664588;0.631574119990683;-0.5419921875;
09:30:50;25.0;1574760651;78.472;21.966205755910227;0.6101723821086175;-0.52734375;
09:30:51;26.0;1574760653;78.505;21.067332764863473;0.5852036879128742;-0.51025390625;
09:30:52;27.0;1574760654;78.623;21.966205755910227;0.6101723821086175;-0.52734375;
09:30:53;28.0;1574760655;78.606;22.223026610495015;0.6173062947359726;-0.5322265625;
09:30:54;29.0;1574760656;78.589;22.4798474650798;0.6244402073633277;-0.537109375;
09:30:55;30.0;1574760657;78.438;21.580974474033045;0.5994715131675846;-0.52001953125;
09:30:56;31.0;1574760658;78.556;21.452564046740655;0.5959045568539071;-0.517578125;
09:30:57;32.0;1574760659;78.438;20.168459773816718;0.560234993717131;-0.4931640625;
09:30:58;33.0;1574760660;78.455;21.70938490132544;0.6030384694812622;-0.5224609375;
09:30:59;34.0;1574760661;78.404;22.4798474650798;0.6244402073633277;-0.537109375;
09:31:00;35.0;1574760662;78.421;21.966205755910227;0.6101723821086175;-0.52734375;
09:31:01;36.0;1574760663;78.404;20.553691055693896;0.5709358626581638;-0.50048828125;
09:31:02;37.0;1574760664;78.119;22.223026610495015;0.6173062947359726;-0.5322265625;
09:31:03;38.0;1574760665;78.421;22.351437037787406;0.6208732510496502;-0.53466796875;
09:31:04;39.0;1574760666;78.27;21.580974474033045;0.5994715131675846;-0.52001953125;
09:31:05;40.0;1574760667;78.371;21.580974474033045;0.5994715131675846;-0.52001953125;
09:31:06;41.0;1574760668;78.674;21.580974474033045;0.5994715131675846;-0.52001953125;
09:31:07;42.0;1574760669;78.237;21.837795328617833;0.6066054257949398;-0.52490234375;
09:31:08;43.0;1574760670;78.522;22.094616183202618;0.6137393384222949;-0.52978515625;
09:31:09;44.0;1574760671;78.573;21.324153619448257;0.5923376005402293;-0.51513671875;
09:31:10;45.0;1574760672;78.489;21.70938490132544;0.6030384694812622;-0.5224609375;
09:31:11;46.0;1574760673;78.707;21.452564046740655;0.5959045568539071;-0.517578125;
09:31:12;47.0;1574760674;78.573;21.966205755910227;0.6101723821086175;-0.52734375;
09:31:13;48.0;1574760675;78.573;21.70938490132544;0.6030384694812622;-0.5224609375;
09:31:14;49.0;1574760676;78.505;21.452564046740655;0.5959045568539071;-0.517578125;
09:31:15;50.0;1574760677;78.472;21.837795328617833;0.6066054257949398;-0.52490234375;
09:31:17;52.0;1574760678;78.522;22.351437037787406;0.6208732510496502;-0.53466796875;
09:31:18;53.0;1574760679;78.573;21.966205755910227;0.6101723821086175;-0.52734375;
09:31:19;54.0;1574760680;78.657;21.966205755910227;0.6101723821086175;-0.52734375;
09:31:20;55.0;1574760681;78.674;22.60825789237219;0.6280071636770053;-0.53955078125;
09:31:21;56.0;1574760682;78.489;21.966205755910227;0.6101723821086175;-0.52734375;
09:31:22;57.0;1574760683;78.321;21.324153619448257;0.5923376005402293;-0.51513671875;
09:31:23;58.0;1574760684;78.371;22.351437037787406;0.6208732510496502;-0.53466796875;
09:31:24;59.0;1574760685;78.337;21.580974474033045;0.5994715131675846;-0.52001953125;
09:31:25;60.0;1574760686;78.321;21.837795328617833;0.6066054257949398;-0.52490234375;
