AQUARESP 3 - Swim version  - Data file 
--------------------------------------------------------------------------------------------------------------------------------
Experiment start, UNIX time: 1577395688
Flush time ,s: 600
Wait time, s: 30
Measurement time, s: 870
Mass of fish, kg: 0.495
Fish length - width - heigth, cm: 35.2;4.4;7.2;
Volume respirometer, L: 32
Real volume (vresp - vfish) (neutrally bouyant), L: 31.505
Salinity: 0.8
Temperature: 10

 Timestamp is beginning of measurement period 
-.-.-.-.-.-.-.-.------------------------------------------------------
Clock TIME;TIME HOURS;TIME UNIX;MO2 mg/h/kg;MO2 mg/h;SLOPE;Intercept;R^2;P;Std Err; Measurement duration seconds;avg po2;median po2; minimum po2; max po2;delta po2;oxygen solubility;ratio vreal fish;total experiment duration hours;minutes;seconds;days;Animal mass;Average swimspeed not corrrected for solidblocking cm/s;Average swimspeed cm/s;Average swimspeed BL/s;Average voltage;Vh2o L/kg/h;
2019-12-26 21:38:40;0.4172222222222222;1577397189;131.0593569588218;64.8743816946168;-0.005061553188609514;99.75858645592157;0.9088970250615467;0.0;0.010340617696293953;870;97.55956088992973;97.612;94.793;100.284;5.491;11.300754545020327;63.64646464646464;0.4172222222222222;25.033333333333335;1502;0.01738425925925926;0.495;64.8743816946168;15.785053858624657;17.429384894105798;0.4951529799461874;-0.439453125;11.597398778701292;
2019-12-26 22:03:40;0.8338888888888889;1577398689;182.27696864880718;90.22709948115956;-0.007039593305530441;99.31312176986089;0.9481964396734858;0.0;0.007815951903551178;870;96.25740823529411;96.0445;92.703;99.869;7.165999999999997;11.300754545020327;63.64646464646464;0.8338888888888889;50.03333333333333;3002;0.03474537037037037;0.495;90.22709948115956;15.785053858624657;17.429384894105798;0.4951529799461874;-0.439453125;16.12962815205357;
2019-12-26 22:28:40;1.2505555555555556;1577400189;174.96717080110653;86.60874954654773;-0.006757286635769006;99.33576336781539;0.9379752503760682;0.0;0.008557379743835306;870;96.39794346289752;96.222;93.085;99.826;6.741;11.300754545020327;63.64646464646464;1.2505555555555556;75.03333333333333;4502;0.05210648148148148;0.495;86.60874954654773;15.785053858624657;17.429384894105798;0.4951529799461874;-0.439453125;15.482786578902003;
2019-12-26 22:53:40;1.6672222222222222;1577401689;193.72875751937673;95.89573497209147;-0.007481864958757965;99.40212987272375;0.9575535476540182;0.0;0.007070772332168458;870;96.14647238542891;96.139;92.603;100.022;7.419000000000011;11.300754545020327;63.64646464646464;1.6672222222222222;100.03333333333333;6002;0.0694675925925926;0.495;95.89573497209147;15.785053858624657;17.429384894105798;0.4951529799461874;-0.439453125;17.142993129139615;
2019-12-26 23:18:40;2.0838888888888887;1577403189;155.78399920361844;77.11307960579113;-0.006016426573427814;99.58285144608554;0.9262760518139908;0.0;0.009307638611849975;870;96.96780070339979;97.062;93.63;99.956;6.326000000000008;11.300754545020327;63.64646464646464;2.0838888888888887;125.03333333333333;7502;0.0868287037037037;0.495;77.11307960579113;15.785053858624657;17.429384894105798;0.4951529799461874;-0.439453125;13.785274123334055;
2019-12-26 23:43:40;2.5005555555555556;1577404689;197.43800428147392;97.73181211932959;-0.007625117224080246;99.30459263784203;0.9597169396221955;0.0;0.006892286190814351;870;95.98586352941176;95.847;92.463;99.978;7.515000000000001;11.300754545020327;63.64646464646464;2.5005555555555556;150.03333333333333;9002;0.10418981481481482;0.495;97.73181211932959;15.785053858624657;17.429384894105798;0.4951529799461874;-0.439453125;17.47122313779259;
2019-12-27 00:08:40;2.917222222222222;1577406190;174.62753842707735;86.44063152140329;-0.006744169927694035;99.07675300420127;0.9456719891036045;0.0;0.008004127097027636;870;96.1382388235294;96.0655;92.343;99.348;7.0049999999999955;11.300754545020327;63.64646464646464;2.917222222222222;175.03333333333333;10502;0.12155092592592592;0.495;86.44063152140329;15.785053858624657;17.429384894105798;0.4951529799461874;-0.439453125;15.452732623418221;
2019-12-27 00:33:40;3.3338888888888887;1577407690;139.70160547875219;69.15229471198234;-0.005395319518369192;99.36527665782782;0.9099552600212132;0.0;0.010304602606633835;870;97.0182682352941;97.178;94.036;99.978;5.941999999999993;11.300754545020327;63.64646464646464;3.3338888888888887;200.03333333333333;12002;0.13891203703703703;0.495;69.15229471198234;15.785053858624657;17.429384894105798;0.4951529799461874;-0.439453125;12.362148467361557;
2019-12-27 00:58:40;3.7505555555555556;1577409189;166.15216747059762;82.24532289794583;-0.006416848461414469;99.18819458892138;0.9412060775201647;0.0;0.008316809518349696;870;96.40392253521127;96.243;93.064;99.826;6.7620000000000005;11.300754545020327;63.64646464646464;3.7505555555555556;225.03333333333333;13502;0.15627314814814816;0.495;82.24532289794583;15.785053858624657;17.429384894105798;0.4951529799461874;-0.439453125;14.702749874680935;
2019-12-27 01:23:40;4.167222222222223;1577410690;142.9899522511647;70.78002636432653;-0.005522316494986345;99.06917895886876;0.9317459408532888;0.0;0.008945193234404375;870;96.66828888888888;96.641;93.105;99.739;6.634;11.300754545020327;63.64646464646464;4.167222222222223;250.03333333333333;15002;0.17363425925925927;0.495;70.78002636432653;15.785053858624657;17.429384894105798;0.4951529799461874;-0.439453125;12.65313317633053;
