2017-07-13 12:06:30;0.0111111111111;1499915220;0.0;0.0;0.0;0.0;nan;nan;nan;30;0.0;0.0;0.0;0.0;0.0;6.55817963156;-0.860869565217;0.0111111111111;0.666666666667;40;0.000462962962963;32;0.0;9999.0;9999.0;9999.0;9999.0;0.0;
2017-07-13 12:07:10;0.0222222222222;1499915260;0.0;0.0;0.0;0.0;nan;nan;nan;30;0.0;0.0;0.0;0.0;0.0;6.55817963156;-0.860869565217;0.0222222222222;1.33333333333;80;0.000925925925926;32;0.0;9999.0;9999.0;9999.0;9999.0;0.0;
2017-07-13 12:13:34;1.45027777778;1499920505;0.0;0.0;0.0;0.0;nan;nan;nan;4891;0.0;0.0;0.0;0.0;0.0;6.55817963156;-0.860869565217;1.45027777778;87.0166666667;5221;0.0604282407407;32;0.0;9999.0;9999.0;9999.0;9999.0;0.0;
2017-07-13 13:55:24;0.175;1499922024;0.0;0.0;0.0;0.0;nan;nan;nan;300;0.0;0.0;0.0;0.0;0.0;6.55817963156;-0.860869565217;0.175;10.5;630;0.00729166666667;32;0.0;9999.0;9999.0;9999.0;9999.0;0.0;
2017-07-13 14:05:54;0.35;1499922654;0.0;0.0;0.0;0.0;nan;nan;nan;300;0.0;0.0;0.0;0.0;0.0;6.55817963156;-0.860869565217;0.35;21.0;1260;0.0145833333333;32;0.0;9999.0;9999.0;9999.0;9999.0;0.0;
2017-07-13 14:23:27;0.175;1499923707;0.0;0.0;0.0;0.0;nan;nan;nan;300;0.0;0.0;0.0;0.0;0.0;6.55817963156;-0.860869565217;0.175;10.5;630;0.00729166666667;32;0.0;9999.0;9999.0;9999.0;9999.0;0.0;
2017-07-13 14:33:57;0.35;1499924337;0.0;0.0;0.0;0.0;nan;nan;nan;300;0.0;0.0;0.0;0.0;0.0;6.55817963156;-0.860869565217;0.35;21.0;1260;0.0145833333333;32;0.0;9999.0;9999.0;9999.0;9999.0;0.0;
2017-07-13 14:44:27;0.525;1499924966;0.0;0.0;0.0;0.0;nan;nan;nan;300;0.0;0.0;0.0;0.0;0.0;6.55817963156;-0.860869565217;0.525;31.5;1890;0.021875;32;0.0;9999.0;9999.0;9999.0;9999.0;0.0;
2017-07-13 17:00:12;0.175;1499933111;0.0;0.0;0.0;0.0;nan;nan;nan;300;0.0;0.0;0.0;0.0;0.0;6.55817963156;-0.36;0.175;10.5;630;0.00729166666667;32;0.0;9999.0;9999.0;9999.0;9999.0;0.0;
2017-07-13 17:10:42;0.35;1499933742;0.0;0.0;0.0;0.0;nan;nan;nan;300;0.0;0.0;0.0;0.0;0.0;6.55817963156;-0.36;0.35;21.0;1260;0.0145833333333;32;0.0;9999.0;9999.0;9999.0;9999.0;0.0;
2017-07-13 17:21:12;0.525;1499934372;0.0;0.0;0.0;0.0;nan;nan;nan;300;0.0;0.0;0.0;0.0;0.0;6.55817963156;-0.36;0.525;31.5;1890;0.021875;32;0.0;9999.0;9999.0;9999.0;9999.0;0.0;
2017-07-13 17:31:42;0.7;1499935002;0.0;0.0;0.0;0.0;nan;nan;nan;300;0.0;0.0;0.0;0.0;0.0;6.55817963156;-0.36;0.7;42.0;2520;0.0291666666667;32;0.0;9999.0;9999.0;9999.0;9999.0;0.0;
2017-07-13 17:42:12;0.875;1499935632;0.0;0.0;0.0;0.0;nan;nan;nan;300;0.0;0.0;0.0;0.0;0.0;6.55817963156;-0.36;0.875;52.5;3150;0.0364583333333;32;0.0;9999.0;9999.0;9999.0;9999.0;0.0;
2017-07-13 17:52:42;1.05;1499936262;0.0;0.0;0.0;0.0;nan;nan;nan;300;0.0;0.0;0.0;0.0;0.0;6.55817963156;-0.36;1.05;63.0;3780;0.04375;32;0.0;9999.0;9999.0;9999.0;9999.0;0.0;
2017-07-13 18:03:12;1.225;1499936892;0.0;0.0;0.0;0.0;nan;nan;nan;300;0.0;0.0;0.0;0.0;0.0;6.55817963156;-0.36;1.225;73.5;4410;0.0510416666667;32;0.0;9999.0;9999.0;9999.0;9999.0;0.0;
