AQUARESP 3 - Swim version  - Data file 
--------------------------------------------------------------------------------------------------------------------------------
Experiment start, UNIX time: 1574446632
Flush time ,s: 300
Wait time, s: 30
Measurement time, s: 870
Mass of fish, kg: 0.453
Fish length - width - heigth, cm: 36;4.3;6.8;
Volume respirometer, L: 32
Real volume (vresp - vfish) (neutrally bouyant), L: 31.547
Salinity: 0.5
Temperature: 12

 Timestamp is beginning of measurement period 
-.-.-.-.-.-.-.-.------------------------------------------------------
Clock TIME;TIME HOURS;TIME UNIX;MO2 mg/h/kg;MO2 mg/h;SLOPE;Intercept;R^2;P;Std Err; Measurement duration seconds;avg po2;median po2; minimum po2; max po2;delta po2;oxygen solubility;ratio vreal fish;total experiment duration hours;minutes;seconds;days;Animal mass;Average swimspeed not corrrected for solidblocking cm/s;Average swimspeed cm/s;Average swimspeed BL/s;Average voltage;Vh2o L/kg/h;
2019-11-22 18:22:44;0.3338888888888889;1574447834;228.08802784923157;103.3238766157019;-0.00842152316234176;102.84237581445227;0.9776707435129198;0.0;0.005125398863914102;870;99.18862089201878;99.27000000000001;94.799;102.89;8.090999999999994;10.803126912819913;69.6401766004415;0.3338888888888889;20.033333333333335;1202;0.013912037037037037;0.453;103.3238766157019;16.36941504530492;17.985482509846033;0.49959673638461205;-0.45166015625;21.113148969726797;
2019-11-22 18:42:44;0.6672222222222223;1574449034;226.82408270009222;102.75130946314178;-0.008374855463691473;101.24505236356349;0.9735264320918737;0.0;0.0055808040647885426;870;97.60585328638498;97.797;93.43;101.367;7.936999999999998;10.803126912819913;69.6401766004415;0.6672222222222223;40.03333333333333;2402;0.027800925925925927;0.453;102.75130946314178;16.36941504530492;17.985482509846033;0.49959673638461205;-0.45166015625;20.996150885807275;
2019-11-22 19:02:43;1.0002777777777778;1574450233;200.56566981588486;90.85624842659584;-0.007405335781330683;99.441155862839;0.9651921663603376;0.0;0.0064030169603966035;870;96.22079200940071;96.4;92.663;99.673;7.010000000000005;10.803126912819913;69.6401766004415;1.0002777777777778;60.016666666666666;3601;0.04167824074074074;0.453;90.85624842659584;16.36941504530492;17.985482509846033;0.49959673638461205;-0.45166015625;18.565520097507743;
2019-11-22 19:22:43;1.333611111111111;1574451433;209.05420591194576;94.70155527811143;-0.007718751632313462;99.12317776723614;0.9605891407102662;0.0;0.006805235705536786;870;95.77370105509965;96.002;91.625;99.064;7.438999999999993;10.803126912819913;69.6401766004415;1.333611111111111;80.01666666666667;4801;0.05556712962962963;0.453;94.70155527811143;16.36941504530492;17.985482509846033;0.49959673638461205;-0.45166015625;19.351268165133206;
2019-11-22 19:42:43;1.6669444444444443;1574452633;237.98129856217415;107.80552824866488;-0.008786804975885416;97.63412553097604;0.97707560960967;0.0;0.005199372965452635;870;93.8187294117647;93.857;89.008;97.584;8.576000000000008;10.803126912819913;69.6401766004415;1.6669444444444443;100.01666666666667;6001;0.06945601851851851;0.453;107.80552824866488;16.36941504530492;17.985482509846033;0.49959673638461205;-0.45166015625;22.028927409874747;
2019-11-22 20:02:43;2.000277777777778;1574453832;255.27714953125988;115.64054873766072;-0.00942540670751531;97.19399520767183;0.976255264838533;0.0;0.005288467257923008;870;93.10103172737956;93.207;88.433;96.842;8.408999999999992;10.803126912819913;69.6401766004415;2.000277777777778;120.01666666666667;7201;0.08334490740740741;0.453;115.64054873766072;16.36941504530492;17.985482509846033;0.49959673638461205;-0.45166015625;23.629931555124674;
2019-11-22 20:22:43;2.3336111111111113;1574455033;251.6171104692634;113.98255104257632;-0.009290269830642257;96.52387278955365;0.9744267359582037;0.0;0.005478646559523076;870;92.48732669789229;92.804;87.636;96.358;8.722000000000008;10.803126912819913;69.6401766004415;2.3336111111111113;140.01666666666668;8401;0.09723379629629629;0.453;113.98255104257632;16.36941504530492;17.985482509846033;0.49959673638461205;-0.45166015625;23.291137140180503;
2019-11-22 20:42:43;2.6669444444444443;1574456233;207.42649048831365;93.96420019120609;-0.007658652716683925;95.8434778149387;0.9661094850789723;0.0;0.006325536681621596;870;92.51421908127209;92.744;88.625;95.69;7.064999999999998;10.803126912819913;69.6401766004415;2.6669444444444443;160.01666666666668;9601;0.11112268518518519;0.453;93.96420019120609;16.36941504530492;17.985482509846033;0.49959673638461205;-0.45166015625;19.200597397607506;
2019-11-22 21:02:43;3.000277777777778;1574457432;262.5554626781401;118.93762459319747;-0.009694138404339593;96.25936736575314;0.9726518395583377;0.0;0.005668906310423551;870;92.04772450175851;92.242;87.334;96.065;8.730999999999995;10.803126912819913;69.6401766004415;3.000277777777778;180.01666666666668;10801;0.12501157407407407;0.453;118.93762459319747;16.36941504530492;17.985482509846033;0.49959673638461205;-0.45166015625;24.303654376823932;
2019-11-22 21:22:43;3.3336111111111113;1574458632;220.57459873057743;99.92029322495158;-0.008144110454853299;95.40824725255452;0.9748247043435336;0.0;0.005442241715502945;870;91.86327464788732;91.953;87.617;95.419;7.8019999999999925;10.803126912819913;69.6401766004415;3.3336111111111113;200.01666666666668;12001;0.13890046296296296;0.453;99.92029322495158;16.36941504530492;17.985482509846033;0.49959673638461205;-0.45166015625;20.417662451861485;
