AQUARESP 3 - Swim version  - Data file 
--------------------------------------------------------------------------------------------------------------------------------
Experiment start, UNIX time: 1576847960
Flush time ,s: 600
Wait time, s: 30
Measurement time, s: 870
Mass of fish, kg: 0.523
Fish length - width - heigth, cm: 34;4.8;7.5;
Volume respirometer, L: 32
Real volume (vresp - vfish) (neutrally bouyant), L: 31.477
Salinity: 0.3
Temperature: 10

 Timestamp is beginning of measurement period 
-.-.-.-.-.-.-.-.------------------------------------------------------
Clock TIME;TIME HOURS;TIME UNIX;MO2 mg/h/kg;MO2 mg/h;SLOPE;Intercept;R^2;P;Std Err; Measurement duration seconds;avg po2;median po2; minimum po2; max po2;delta po2;oxygen solubility;ratio vreal fish;total experiment duration hours;minutes;seconds;days;Animal mass;Average swimspeed not corrrected for solidblocking cm/s;Average swimspeed cm/s;Average swimspeed BL/s;Average voltage;Vh2o L/kg/h;
2019-12-20 13:29:51;0.4172222222222222;1576849461;188.03763634564834;98.34368380877409;-0.007655363589448722;100.92451544851998;0.9425717117871795;0.0;0.008229340069945868;871;97.60275411764704;97.995;93.589;101.252;7.662999999999997;11.336651997069499;60.185468451242826;0.4172222222222222;25.033333333333335;1502;0.01738425925925926;0.523;98.34368380877409;15.200692671944399;16.94800961229756;0.49847087094992826;-0.42724609375;16.58669917664013;
2019-12-20 13:54:51;0.8338888888888889;1576850961;119.50515865245644;62.501197975234724;-0.004865278345754319;98.10925475999588;0.9209597333755872;0.0;0.009631732242493809;871;95.99414051522248;95.951;93.024;98.895;5.870999999999995;11.336651997069499;60.185468451242826;0.8338888888888889;50.03333333333333;3002;0.03474537037037037;0.523;62.501197975234724;9.94144199182206;11.08420899453306;0.3260061468980312;-0.31494140625;10.541486029856811;
2019-12-20 14:19:51;1.2502777777777778;1576852461;165.59272712893954;86.60499628843539;-0.006741589389106033;98.44108509201521;0.9507235848339802;0.0;0.00761843396769734;870;95.50886603995298;95.411;91.905;99.024;7.119;11.336651997069499;60.185468451242826;1.2502777777777778;75.01666666666667;4501;0.05209490740740741;0.523;86.60499628843539;15.551309383952553;17.33892965348186;0.5099685192200547;-0.4345703125;14.60684575761388;
2019-12-20 14:44:51;1.6669444444444443;1576853961;146.04695171971085;76.38255574940878;-0.0059458443441071495;98.58590712563247;0.9361783640951883;0.0;0.008670220067824877;870;96.00186133960047;96.18;92.743;99.067;6.323999999999998;11.336651997069499;60.185468451242826;1.6669444444444443;100.01666666666667;6001;0.06945601851851851;0.523;76.38255574940878;15.551309383952553;17.33892965348186;0.5099685192200547;-0.4345703125;12.88272337877741;
2019-12-20 15:09:51;2.0838888888888887;1576855461;153.62660570911572;80.34671478586752;-0.0062544262232393085;97.79580164315097;0.9581645720138205;0.0;0.007011441713897286;871;95.07441500586165;95.143;91.885;98.059;6.173999999999992;11.336651997069499;60.185468451242826;2.0838888888888887;125.03333333333333;7502;0.0868287037037037;0.523;80.34671478586752;15.668181621288607;17.469236333876626;0.5138010686434302;-0.43701171875;13.551320597018227;
2019-12-20 15:34:52;2.500277777777778;1576856961;159.46465522076934;83.40001468046238;-0.006492104129287643;97.23911788794352;0.9586105493156293;0.0;0.006986294760907689;869;94.41718352941176;94.465;91.233;97.421;6.188000000000002;11.336651997069499;60.185468451242826;2.500277777777778;150.01666666666668;9001;0.10417824074074074;0.523;83.40001468046238;15.668181621288607;17.469236333876626;0.5138010686434302;-0.43701171875;14.06629181719529;
2019-12-20 15:59:51;2.917222222222222;1576858461;165.7741837239501;86.69989808762591;-0.006748976826203762;97.01940492132557;0.95781491156774;0.0;0.007048969587151651;871;94.08245005875442;93.996;90.742;97.633;6.890999999999991;11.336651997069499;60.185468451242826;2.917222222222222;175.03333333333333;10502;0.12155092592592592;0.523;86.69989808762591;15.668181621288607;17.469236333876626;0.5138010686434302;-0.43701171875;14.622851946659594;
2019-12-20 16:24:52;3.3333333333333335;1576859959;160.47341249821764;83.92759473656783;-0.0065331725232668884;96.7429877405782;0.9545271417007113;0.0;0.007314197177551639;868;93.90206220657277;93.9545;90.938;97.463;6.5249999999999915;11.336651997069499;60.185468451242826;3.3333333333333335;200.0;12000;0.1388888888888889;0.523;83.92759473656783;15.551309383952553;17.33892965348186;0.5099685192200547;-0.4345703125;14.15527375628181;
2019-12-20 16:49:50;3.75;1576861459;161.00358820772425;84.20487663263978;-0.006554756967218878;96.39921572540173;0.9596007491524026;0.0;0.006898152809845752;870;93.54882843713278;93.448;90.254;96.704;6.449999999999989;11.336651997069499;60.185468451242826;3.75;225.0;13500;0.15625;0.523;84.20487663263978;15.551309383952553;17.33892965348186;0.5099685192200547;-0.4345703125;14.20204027162017;
2019-12-20 17:14:50;4.166666666666667;1576862959;153.78586435858503;80.43000705953997;-0.00626090994048946;96.19530552202836;0.9576286073570546;0.0;0.007064517805848221;870;93.47008813160987;93.549;90.449;96.599;6.150000000000006;11.336651997069499;60.185468451242826;4.166666666666667;250.0;15000;0.1736111111111111;0.523;80.43000705953997;15.668181621288607;17.469236333876626;0.5138010686434302;-0.43701171875;13.565368717178437;
