Time;Seconds from start for linreg;Unix Time;ch1 po2;Uc;Ubl;Vc;
22:13:43;-1.0;1572905625;103.32;16.18067037940565;0.47590206998251916;-0.4248046875;
22:13:44;0.0;1572905625;103.524;16.18067037940565;0.47590206998251916;-0.4248046875;
22:13:45;1.0;1572905626;103.57;16.18067037940565;0.47590206998251916;-0.4248046875;
22:13:46;2.0;1572905628;103.775;16.18067037940565;0.47590206998251916;-0.4248046875;
22:13:47;3.0;1572905628;103.729;16.18067037940565;0.47590206998251916;-0.4248046875;
22:13:48;4.0;1572905629;104.003;16.18067037940565;0.47590206998251916;-0.4248046875;
22:13:49;5.0;1572905631;104.003;16.18067037940565;0.47590206998251916;-0.4248046875;
22:13:50;6.0;1572905631;104.049;16.18067037940565;0.47590206998251916;-0.4248046875;
22:13:51;7.0;1572905632;104.095;16.18067037940565;0.47590206998251916;-0.4248046875;
22:13:52;8.0;1572905634;103.935;16.18067037940565;0.47590206998251916;-0.4248046875;
22:13:53;9.0;1572905635;104.209;16.18067037940565;0.47590206998251916;-0.4248046875;
22:13:54;10.0;1572905635;104.026;16.18067037940565;0.47590206998251916;-0.4248046875;
22:13:55;11.0;1572905637;104.049;16.18067037940565;0.47590206998251916;-0.4248046875;
22:13:56;12.0;1572905638;104.255;16.18067037940565;0.47590206998251916;-0.4248046875;
22:13:57;13.0;1572905638;104.026;16.18067037940565;0.47590206998251916;-0.4248046875;
22:13:58;14.0;1572905639;103.912;16.18067037940565;0.47590206998251916;-0.4248046875;
22:13:59;15.0;1572905641;104.095;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:00;16.0;1572905642;103.524;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:01;17.0;1572905642;103.502;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:02;18.0;1572905644;103.775;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:03;19.0;1572905645;103.843;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:04;20.0;1572905646;104.164;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:05;21.0;1572905647;103.866;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:06;22.0;1572905647;104.095;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:07;23.0;1572905649;103.981;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:08;24.0;1572905650;103.935;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:09;25.0;1572905650;104.508;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:10;26.0;1572905652;104.508;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:11;27.0;1572905653;104.301;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:12;28.0;1572905654;104.324;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:13;29.0;1572905655;103.798;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:14;30.0;1572905656;103.547;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:15;31.0;1572905657;103.775;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:16;32.0;1572905658;103.502;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:17;33.0;1572905659;103.684;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:18;34.0;1572905660;103.615;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:19;35.0;1572905661;103.343;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:20;36.0;1572905662;103.593;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:22;38.0;1572905663;103.866;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:23;39.0;1572905664;104.003;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:24;40.0;1572905665;104.049;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:25;41.0;1572905666;103.798;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:26;42.0;1572905667;103.547;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:27;43.0;1572905668;103.547;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:28;44.0;1572905669;103.57;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:29;45.0;1572905670;103.821;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:30;46.0;1572905671;103.821;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:31;47.0;1572905672;104.072;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:32;48.0;1572905673;104.347;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:33;49.0;1572905674;103.843;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:34;50.0;1572905675;103.843;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:35;51.0;1572905676;103.638;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:36;52.0;1572905678;103.297;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:37;53.0;1572905678;103.798;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:38;54.0;1572905679;103.775;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:39;55.0;1572905680;104.026;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:40;56.0;1572905681;104.118;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:41;57.0;1572905682;104.37;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:42;58.0;1572905683;104.577;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:43;59.0;1572905684;104.278;16.18067037940565;0.47590206998251916;-0.4248046875;
22:14:44;60.0;1572905685;103.981;16.18067037940565;0.47590206998251916;-0.4248046875;
