AQUARESP 3 - Swim version  - Data file 
--------------------------------------------------------------------------------------------------------------------------------
Experiment start, UNIX time: 1577446868
Flush time ,s: 600
Wait time, s: 30
Measurement time, s: 870
Mass of fish, kg: 0.495
Fish length - width - heigth, cm: 35.2;4.4;7.2;
Volume respirometer, L: 32
Real volume (vresp - vfish) (neutrally bouyant), L: 31.505
Salinity: 31
Temperature: 10

 Timestamp is beginning of measurement period 
-.-.-.-.-.-.-.-.------------------------------------------------------
Clock TIME;TIME HOURS;TIME UNIX;MO2 mg/h/kg;MO2 mg/h;SLOPE;Intercept;R^2;P;Std Err; Measurement duration seconds;avg po2;median po2; minimum po2; max po2;delta po2;oxygen solubility;ratio vreal fish;total experiment duration hours;minutes;seconds;days;Animal mass;Average swimspeed not corrrected for solidblocking cm/s;Average swimspeed cm/s;Average swimspeed BL/s;Average voltage;Vh2o L/kg/h;
2019-12-27 11:51:39;0.41694444444444445;1577448368;115.42549081389168;57.13561795287638;-0.005398969109688133;103.22618877808227;0.9203878074975319;0.0;0.009695006108836423;870;100.88254652532392;100.877;98.016;103.741;5.724999999999994;9.330697319872469;63.64646464646464;0.41694444444444445;25.016666666666666;1501;0.017372685185185185;0.495;57.13561795287638;15.551309383952553;17.17129122826096;0.4878207735301408;-0.433349609375;12.370510676416338;
2019-12-27 12:16:39;0.8336111111111111;1577449869;124.1653725463438;61.461859410440184;-0.005807772669136872;102.26877457528781;0.9135532266243349;0.0;0.010084745228527684;870;99.74885563380283;99.782;96.641;103.061;6.420000000000002;9.330697319872469;63.64646464646464;0.8336111111111111;50.016666666666666;3001;0.0347337962962963;0.495;61.461859410440184;15.434437146616503;17.042244395338543;0.4841546703221176;-0.43212890625;13.307191122993247;
2019-12-27 12:41:39;1.2502777777777778;1577451369;112.73062881301077;55.80166126244033;-0.005272918298944019;101.44914592858566;0.9123709918109747;0.0;0.010153469890171438;870;99.15877464788733;99.262;95.909;101.806;5.896999999999991;9.330697319872469;63.64646464646464;1.2502777777777778;75.01666666666667;4501;0.05209490740740741;0.495;55.80166126244033;15.434437146616503;17.042244395338543;0.4841546703221176;-0.43212890625;12.081693891507731;
2019-12-27 13:06:39;1.6669444444444443;1577452869;125.79253661981956;62.26730562681068;-0.0058838824478967015;101.08422756919695;0.9160861000958402;0.0;0.009941756172235066;870;98.53329142185665;98.68;95.122;101.651;6.528999999999996;9.330697319872469;63.64646464646464;1.6669444444444443;100.01666666666667;6001;0.06945601851851851;0.495;62.26730562681068;15.668181621288607;17.300338061183382;0.4914868767381642;-0.43701171875;13.481579383344403;
2019-12-27 13:31:39;2.0836111111111113;1577454368;132.32171690106006;65.49924986602473;-0.006189281562090978;100.24911688385188;0.9400626078643267;0.0;0.00839729593280748;870;97.56115258215962;97.548;94.608;100.657;6.048999999999992;9.330697319872469;63.64646464646464;2.0836111111111113;125.01666666666667;7501;0.08681712962962963;0.495;65.49924986602473;15.551309383952553;17.17129122826096;0.4878207735301408;-0.4345703125;14.181332044631002;
2019-12-27 13:56:39;2.500277777777778;1577455869;119.83765371389934;59.31963858838017;-0.005605345803744923;99.25351473953486;0.938774769851119;0.0;0.008492027033845238;870;96.81924676850764;96.893;94.24;99.782;5.542000000000002;9.330697319872469;63.64646464646464;2.500277777777778;150.01666666666668;9001;0.10417824074074074;0.495;59.31963858838017;15.668181621288607;17.300338061183382;0.4914868767381642;-0.43701171875;12.843375967053369;
2019-12-27 14:21:39;2.9169444444444443;1577457369;127.84670853553891;63.28412072509176;-0.005979965303085416;98.8549948861201;0.9431574358798612;0.0;0.008177628314323296;870;96.25823004694836;96.2955;92.984;99.391;6.407000000000011;9.330697319872469;63.64646464646464;2.9169444444444443;175.01666666666668;10501;0.12153935185185186;0.495;63.28412072509176;15.785053858624657;17.429384894105798;0.4951529799461874;-0.438232421875;13.701731408996805;
2019-12-27 14:46:39;3.3336111111111113;1577458869;120.8209121259424;59.806351502341485;-0.005651337219991278;97.97801584739629;0.9437851354634385;0.0;0.008132351120610566;870;95.52166079812207;95.38050000000001;92.603;98.551;5.9480000000000075;9.330697319872469;63.64646464646464;3.3336111111111113;200.01666666666668;12001;0.13890046296296296;0.495;59.806351502341485;15.668181621288607;17.300338061183382;0.4914868767381642;-0.43701171875;12.948754844787288;
2019-12-27 15:11:39;3.750277777777778;1577460369;131.59030760009182;65.13720226204545;-0.006155070260976971;97.88460253348933;0.9522447624802801;0.0;0.007499920495826731;870;95.2085428907168;95.184;91.707;98.337;6.63000000000001;9.330697319872469;63.64646464646464;3.750277777777778;225.01666666666668;13501;0.15626157407407407;0.495;65.13720226204545;15.785053858624657;17.429384894105798;0.4951529799461874;-0.439453125;14.102944623423964;
2019-12-27 15:36:39;4.167222222222223;1577461869;118.77113888638773;58.79171374876193;-0.005555460110661377;97.52290466036933;0.940394449456617;0.0;0.00837401797883563;871;95.10855516431926;95.143;92.084;97.931;5.846999999999994;9.330697319872469;63.64646464646464;4.167222222222223;250.03333333333333;15002;0.17363425925925927;0.495;58.79171374876193;15.785053858624657;17.429384894105798;0.4951529799461874;-0.439453125;12.72907423900994;
