AQUARESP 3 - Swim version  - Data file 
--------------------------------------------------------------------------------------------------------------------------------
Experiment start, UNIX time: 1575808754
Flush time ,s: 600
Wait time, s: 30
Measurement time, s: 870
Mass of fish, kg: 0.433
Fish length - width - heigth, cm: 33.3;4.7;7.2;
Volume respirometer, L: 32
Real volume (vresp - vfish) (neutrally bouyant), L: 31.567
Salinity: 0.0
Temperature: 10

 Timestamp is beginning of measurement period 
-.-.-.-.-.-.-.-.------------------------------------------------------
Clock TIME;TIME HOURS;TIME UNIX;MO2 mg/h/kg;MO2 mg/h;SLOPE;Intercept;R^2;P;Std Err; Measurement duration seconds;avg po2;median po2; minimum po2; max po2;delta po2;oxygen solubility;ratio vreal fish;total experiment duration hours;minutes;seconds;days;Animal mass;Average swimspeed not corrrected for solidblocking cm/s;Average swimspeed cm/s;Average swimspeed BL/s;Average voltage;Vh2o L/kg/h;
2019-12-08 12:49:45;0.41694444444444445;1575810254;136.85855126344416;59.25975269707132;-0.004591058055142154;90.54930312159468;0.9470147924775699;0.0;0.007913928792896903;870;88.55361674528302;88.501;85.932;90.801;4.869;11.358245179628387;72.90300230946882;0.41694444444444445;25.016666666666666;1501;0.017372685185185185;0.433;59.25975269707132;15.31756490928045;16.94204085591705;0.5087699956731847;-0.4296875;12.049268975889621;
2019-12-08 13:14:45;0.8336111111111111;1575811754;135.88682584605425;58.83899559134149;-0.004558460546519499;94.31776723080367;0.9429363413873961;0.0;0.00819834067877649;870;92.3381633372503;92.383;89.711;94.547;4.8359999999999985;11.358245179628387;72.90300230946882;0.8336111111111111;50.016666666666666;3001;0.0347337962962963;0.433;58.83899559134149;15.31756490928045;16.94204085591705;0.5087699956731847;-0.4296875;11.963716551019207;
2019-12-08 13:39:45;1.2502777777777778;1575813254;198.42027504581984;85.91597909483998;-0.006656208133455205;94.77629873834097;0.9302956232464678;0.0;0.009061001015530997;870;91.88195887191539;91.766;87.818;95.536;7.7180000000000035;11.358245179628387;72.90300230946882;1.2502777777777778;75.01666666666667;4501;0.05209490740740741;0.433;85.91597909483998;15.31756490928045;16.94204085591705;0.5087699956731847;-0.4296875;17.469272049321237;
2019-12-08 14:04:45;1.6669444444444443;1575814754;166.13429356386996;71.9361491131557;-0.005573142340470525;93.80609024350038;0.9187184631000767;0.0;0.009790345703077019;870;91.37833764705883;91.39;88.444;94.916;6.471999999999994;11.358245179628387;72.90300230946882;1.6669444444444443;100.01666666666667;6001;0.06945601851851851;0.433;71.9361491131557;15.31756490928045;16.94204085591705;0.5087699956731847;-0.4296875;14.626757121059562;
2019-12-08 14:29:45;2.0836111111111113;1575816255;332.13334157441983;143.8137369017238;-0.011141747732527817;96.73252999798291;0.9834924993128813;0.0;0.004406879740096054;870;91.88097887323946;91.756;86.599;96.914;10.314999999999998;11.358245179628387;72.90300230946882;2.0836111111111113;125.01666666666667;7501;0.08681712962962963;0.433;143.8137369017238;30.394083525631153;33.61747170122407;1.0095336847214436;-0.74462890625;29.241606984335796;
2019-12-08 14:54:45;2.500277777777778;1575817754;286.9475120990516;124.24827273888934;-0.009625943535595764;94.12889827420679;0.9860821307774404;0.0;0.0040488578596536455;870;89.93833254994125;89.827;84.905;94.465;9.560000000000002;11.358245179628387;72.90300230946882;2.500277777777778;150.01666666666668;9001;0.10417824074074074;0.433;124.24827273888934;30.394083525631153;33.61747170122407;1.0095336847214436;-0.74462890625;25.26336661702876;
2019-12-08 15:19:45;2.9169444444444443;1575819254;232.90697072259388;100.84871832288314;-0.00781309910241858;92.78475100939372;0.9627650490362014;0.0;0.006626397232848203;870;89.38467411764705;89.152;85.6;93.589;7.989000000000004;11.358245179628387;72.90300230946882;2.9169444444444443;175.01666666666668;10501;0.12153935185185186;0.433;100.84871832288314;17.18752070665728;19.010311348358233;0.5708802206714184;-0.46875;20.505541748678294;
2019-12-08 15:44:45;3.3336111111111113;1575820755;187.68337080063762;81.2668995566761;-0.006296027857783235;94.52826643194517;0.9570688182113409;0.0;0.007111031078680091;870;91.79240188014101;91.647;88.597;95.019;6.422000000000011;11.358245179628387;72.90300230946882;3.3336111111111113;200.01666666666668;12001;0.13890046296296296;0.433;81.2668995566761;17.53813741866544;19.398112065690956;0.5825258878585873;-0.47607421875;16.52397600443224;
2019-12-08 16:09:45;3.750277777777778;1575822255;193.2290523805102;83.66817968076091;-0.0064820633364104895;96.71928161895325;0.9558968649116804;0.0;0.00722020535390952;870;93.89821580188678;94.036;90.624;97.146;6.522000000000006;11.358245179628387;72.90300230946882;3.750277777777778;225.01666666666668;13501;0.15626157407407407;0.433;83.66817968076091;19.057476504034113;21.078581840799412;0.6329904456696521;-0.5078125;17.012227621840452;
2019-12-08 16:34:45;4.166944444444445;1575823755;214.593532859125;92.91899972800113;-0.007198756369397979;97.07375296130691;0.9623949751402151;0.0;0.00665532234383396;870;93.94599059929494;93.934;90.507;97.421;6.9140000000000015;11.358245179628387;72.90300230946882;4.166944444444445;250.01666666666668;15001;0.17362268518518517;0.433;92.91899972800113;21.394921250755154;23.66391995635089;0.7106282269174442;-0.556640625;18.89319428004687;
