AQUARESP 3 - Swim version  - Data file 
--------------------------------------------------------------------------------------------------------------------------------
Experiment start, UNIX time: 1575987537
Flush time ,s: 600
Wait time, s: 30
Measurement time, s: 870
Mass of fish, kg: 0.433
Fish length - width - heigth, cm: 33.3;4.7;7.2;
Volume respirometer, L: 32
Real volume (vresp - vfish) (neutrally bouyant), L: 31.567
Salinity: 30.0
Temperature: 10

 Timestamp is beginning of measurement period 
-.-.-.-.-.-.-.-.------------------------------------------------------
Clock TIME;TIME HOURS;TIME UNIX;MO2 mg/h/kg;MO2 mg/h;SLOPE;Intercept;R^2;P;Std Err; Measurement duration seconds;avg po2;median po2; minimum po2; max po2;delta po2;oxygen solubility;ratio vreal fish;total experiment duration hours;minutes;seconds;days;Animal mass;Average swimspeed not corrrected for solidblocking cm/s;Average swimspeed cm/s;Average swimspeed BL/s;Average voltage;Vh2o L/kg/h;
2019-12-10 14:29:28;0.41638888888888886;1575989035;147.4345568418251;63.83916311251027;-0.005982497505111128;97.38397098095326;0.9773891580299632;0.0;0.005169793376718565;868;94.7947700471698;94.772;92.024;97.718;5.694000000000003;9.390070390729239;72.90300230946882;0.41638888888888886;24.983333333333334;1499;0.01734953703703704;0.433;63.83916311251027;17.07064846932123;18.88104444258066;0.5669983316090289;-0.46630859375;15.70111305953429;
2019-12-10 14:54:25;0.8330555555555555;1575990535;154.72143848912884;66.99438286579279;-0.0062781795501408045;97.9678938414636;0.9739209287568934;0.0;0.005535811331790747;871;95.24033763188746;95.225;92.283;98.251;5.9680000000000035;9.390070390729239;72.90300230946882;0.8330555555555555;49.983333333333334;2999;0.03471064814814815;0.433;66.99438286579279;17.771881893337543;19.656645877246103;0.5902896659833665;-0.48095703125;16.477132976754298;
2019-12-10 15:19:25;1.2497222222222222;1575992035;171.77234806197703;74.37742671083605;-0.006970059569076104;98.34259549339548;0.9815390475346804;0.0;0.0046685858226675385;871;95.31556183745583;95.453;92.064;98.615;6.551000000000002;9.390070390729239;72.90300230946882;1.2497222222222222;74.98333333333333;4499;0.05207175925925926;0.433;74.37742671083605;19.52496545337832;21.59564946390971;0.6485180019192105;-0.517578125;18.292977679013656;
2019-12-10 15:44:25;1.666388888888889;1575993535;168.3459119563973;72.89377987712002;-0.006831024013965064;97.88648631898378;0.9844369416522534;0.0;0.004281477121974532;871;94.91637955346651;94.896;91.726;98.251;6.525000000000006;9.390070390729239;72.90300230946882;1.666388888888889;99.98333333333333;5999;0.06943287037037037;0.433;72.89377987712002;21.745537962763308;24.05172067368361;0.7222738941046131;-0.56396484375;17.92807774078075;
2019-12-10 16:09:25;2.0830555555555557;1575995035;169.43862977765167;73.36692669372317;-0.006875363562165139;97.4947000360711;0.982965827946278;0.0;0.004481904399302102;871;94.50439411764704;94.506;91.075;97.654;6.5789999999999935;9.390070390729239;72.90300230946882;2.0830555555555557;124.98333333333333;7499;0.08679398148148149;0.433;73.36692669372317;24.316727184156452;26.895592600790234;0.8076754534771843;-0.61767578125;18.044447243434664;
2019-12-10 16:34:26;2.499722222222222;1575996535;186.07269204239134;80.56947565435544;-0.00755032903925767;97.0094803703859;0.9864079036788873;0.0;0.0040035503584956;869;93.73176705882354;93.813;90.156;97.146;6.989999999999995;9.390070390729239;72.90300230946882;2.499722222222222;149.98333333333332;8999;0.10415509259259259;0.433;80.56947565435544;27.121660880221697;29.997998339452003;0.9008407909745347;-0.67626953125;19.815899593905048;
2019-12-10 16:59:26;2.9163888888888887;1575998035;209.29993520178496;90.62687194237289;-0.008492828051892554;96.37718815660536;0.9900042019076519;0.0;0.0034292510059174687;870;92.69445070422536;92.69300000000001;88.616;96.515;7.899000000000001;9.390070390729239;72.90300230946882;2.9163888888888887;174.98333333333332;10499;0.12151620370370371;0.433;90.62687194237289;29.57597786427879;32.71260336078105;0.9823604612847164;-0.7275390625;22.289495870917598;
2019-12-10 17:24:26;3.3330555555555557;1575999535;216.85747051256638;93.89928473194124;-0.008799492494137567;95.29314466925814;0.9908912125523918;0.0;0.0032832347030805923;870;91.4637863046045;91.489;87.385;95.598;8.212999999999994;9.390070390729239;72.90300230946882;3.3330555555555557;199.98333333333332;11999;0.13887731481481483;0.433;93.89928473194124;31.796550373663777;35.168674570554955;1.0561163534701188;-0.77392578125;23.094339178401526;
2019-12-10 18:14:26;4.166388888888889;1576002535;254.7338669943465;110.29976440855204;-0.010336414721251201;93.66303517410006;0.9935101632184746;0.0;0.002761544889741187;870;89.17466822977727;89.286;84.288;93.711;9.423000000000002;9.390070390729239;72.90300230946882;4.166388888888889;249.98333333333332;14999;0.17359953703703704;0.433;110.29976440855204;33.78337840837666;37.36621196877371;1.1221084675307422;-0.8154296875;27.128003986620136;
2019-12-10 18:39:26;4.583055555555555;1576004035;247.4631262491092;107.15153366586428;-0.010041387630585085;93.01291029943515;0.9919026286414755;0.0;0.003095591704061415;870;88.6555171192444;88.616;83.963;93.125;9.162000000000006;9.390070390729239;72.90300230946882;4.583055555555555;274.98333333333335;16499;0.19096064814814814;0.433;107.15153366586428;33.78337840837666;37.36621196877371;1.1221084675307422;-0.8154296875;26.353703002421376;
