AQUARESP 3 - Swim version  - Data file 
--------------------------------------------------------------------------------------------------------------------------------
Experiment start, UNIX time: 1571737315
Flush time ,s: 540
Wait time, s: 60
Measurement time, s: 600
Mass of fish, kg: 0.444
Fish length - width - heigth, cm: 35.5;4.5;6.8;
Volume respirometer, L: 32
Real volume (vresp - vfish) (neutrally bouyant), L: 31.556
Salinity: 0.5
Temperature: 12

 Timestamp is beginning of measurement period 
-.-.-.-.-.-.-.-.------------------------------------------------------
Clock TIME;TIME HOURS;TIME UNIX;MO2 mg/h/kg;MO2 mg/h;SLOPE;Intercept;R^2;P;Std Err; Measurement duration seconds;avg po2;median po2; minimum po2; max po2;delta po2;oxygen solubility;ratio vreal fish;total experiment duration hours;minutes;seconds;days;Animal mass;Average swimspeed not corrrected for solidblocking cm/s;Average swimspeed cm/s;Average swimspeed BL/s;Average voltage;Vh2o L/kg/h;
2019-10-22 11:51:56;0.33361111111111114;1571738516;174.99101467392796;77.69601051522402;-0.006330890372572176;100.71190749460732;0.9474982119313191;0.0;0.00947347065606103;600;98.81221976149915;98.762;96.653;100.946;4.292999999999992;10.803126912819913;71.07207207207207;0.33361111111111114;20.016666666666666;1201;0.013900462962962963;0.444;77.69601051522402;16.135670570632815;17.78763168459894;0.5010600474534912;-0.44677734375;16.19818188623413;
2019-10-22 12:11:56;0.6672222222222223;1571739716;161.84253248481664;71.85808442325859;-0.005855199666623127;101.43213593822577;0.9429303476861154;0.0;0.009860150929064225;601;99.67923429541597;99.716;97.478;101.7;4.222000000000008;10.803126912819913;71.07207207207207;0.6672222222222223;40.03333333333333;2402;0.027800925925925927;0.444;71.85808442325859;16.135670570632815;17.78763168459894;0.5010600474534912;-0.44677734375;14.981082217294002;
2019-10-22 12:31:56;1.0005555555555556;1571740916;156.86250483611664;69.6469521472358;-0.005675030363901805;101.46835185450448;0.926512496510541;0.0;0.011179389403319516;601;99.76750677966102;99.716;97.435;102.259;4.823999999999998;10.803126912819913;71.07207207207207;1.0005555555555556;60.03333333333333;3602;0.04168981481481481;0.444;69.6469521472358;16.135670570632815;17.78763168459894;0.5010600474534912;-0.44677734375;14.520102013239352;
2019-10-22 12:51:56;1.333888888888889;1571742116;165.92122192527927;73.669022534824;-0.006002760018561492;101.65339109659088;0.9301775829923915;0.0;0.010924951212127446;601;99.85799318568993;99.891;97.733;102.147;4.4140000000000015;10.803126912819913;71.07207207207207;1.333888888888889;80.03333333333333;4802;0.05557870370370371;0.444;73.669022534824;16.135670570632815;17.78763168459894;0.5010600474534912;-0.44677734375;15.358629336139982;
2019-10-22 13:11:57;1.6672222222222222;1571743316;173.4137466859719;76.99570352857152;-0.006273827381432179;101.72450685506541;0.9466255084050604;0.0;0.00955188186541463;600;99.850534923339;99.934;97.605;102.349;4.744;10.803126912819913;71.07207207207207;1.6672222222222222;100.03333333333333;6002;0.0694675925925926;0.444;76.99570352857152;16.135670570632815;17.78763168459894;0.5010600474534912;-0.44677734375;16.052180825551936;
2019-10-22 13:31:57;2.0005555555555556;1571744516;177.8062278884642;78.9459651824781;-0.006432740209090101;101.70033422208556;0.9314935530498997;0.0;0.010849362734076485;600;99.76496061643834;99.88;97.265;102.349;5.084000000000003;10.803126912819913;71.07207207207207;2.0005555555555556;120.03333333333333;7202;0.08335648148148148;0.444;78.9459651824781;16.135670570632815;17.78763168459894;0.5010600474534912;-0.44677734375;16.458774327409238;
2019-10-22 13:51:57;2.3338888888888887;1571745716;170.0357378424;75.49586760202561;-0.0061516165141708955;101.58638894692723;0.9362708276861949;0.0;0.010482265179800788;600;99.74696048109966;99.782;97.626;101.856;4.22999999999999;10.803126912819913;71.07207207207207;2.3338888888888887;140.03333333333333;8402;0.09724537037037037;0.444;75.49586760202561;16.01879833329676;17.658794131626557;0.4974308206091988;-0.4443359375;15.739492761176496;
2019-10-22 14:11:57;2.667222222222222;1571746917;177.5067132164198;78.81298066809039;-0.006421904255271426;101.66037562204325;0.9489024777348112;0.0;0.009378035115369842;600;99.73534648370496;99.803;97.499;101.834;4.335000000000008;10.803126912819913;71.07207207207207;2.667222222222222;160.03333333333333;9602;0.11113425925925927;0.444;78.81298066809039;16.135670570632815;17.78763168459894;0.5010600474534912;-0.44677734375;16.431049514541495;
2019-10-22 14:31:57;3.0005555555555556;1571748117;174.8070815261814;77.61434419762455;-0.0063242359703650965;101.5291720588235;0.9431835612691759;0.0;0.00984664308720137;600;99.63183673469388;99.585;97.286;101.946;4.659999999999997;10.803126912819913;71.07207207207207;3.0005555555555556;180.03333333333333;10802;0.12502314814814816;0.444;77.61434419762455;16.135670570632815;17.78763168459894;0.5010600474534912;-0.44677734375;16.181155968716833;
2019-10-22 14:51:57;3.3338888888888887;1571749317;169.7464152219939;75.3674083585653;-0.006141149292208045;101.43650468742541;0.9319924474214194;0.0;0.010782032583425645;600;99.59505962521295;99.651;97.308;101.745;4.436999999999998;10.803126912819913;71.07207207207207;3.3338888888888887;200.03333333333333;12002;0.13891203703703703;0.444;75.3674083585653;16.135670570632815;17.78763168459894;0.5010600474534912;-0.44677734375;15.712711383641928;
2019-10-22 15:11:57;3.667222222222222;1571750516;174.04711203943577;77.27691774550948;-0.006296741510057795;101.49683284666168;0.9408842967721526;0.0;0.010052486466052394;600;99.61768994889266;99.651;97.265;101.79;4.525000000000006;10.803126912819913;71.07207207207207;3.667222222222222;220.03333333333333;13202;0.15280092592592592;0.444;77.27691774550948;16.135670570632815;17.78763168459894;0.5010600474534912;-0.44677734375;16.110808791193282;
2019-10-22 15:31:57;4.000555555555556;1571751717;182.895976661946;81.20581363790403;-0.006616879043697637;101.54234520304631;0.9476001651536053;0.0;0.009480487756809954;600;99.56500683760683;99.564;97.265;101.901;4.635999999999996;10.803126912819913;71.07207207207207;4.000555555555556;240.03333333333333;14402;0.16668981481481482;0.444;81.20581363790403;16.135670570632815;17.78763168459894;0.5010600474534912;-0.44677734375;16.929910954291024;
2019-10-22 15:51:57;4.3341666666666665;1571752917;170.85687558322235;75.86045275895073;-0.006181323942450083;101.33647292057283;0.9326969804961814;0.0;0.010698640919457993;600;99.4850406779661;99.596;96.99;101.611;4.621000000000009;10.803126912819913;71.07207207207207;4.3341666666666665;260.05;15603;0.18059027777777778;0.444;75.86045275895073;16.135670570632815;17.78763168459894;0.5010600474534912;-0.44677734375;15.81550202659093;
2019-10-22 16:11:57;4.667222222222223;1571754117;176.65407154728825;78.43440776699599;-0.006391057066091929;101.37226893755333;0.9445475336367188;0.0;0.00973604338486295;600;99.4597206132879;99.564;96.863;101.745;4.882000000000005;10.803126912819913;71.07207207207207;4.667222222222223;280.03333333333336;16802;0.19446759259259258;0.444;78.43440776699599;16.135670570632815;17.78763168459894;0.5010600474534912;-0.44677734375;16.3521240630484;
