AQUARESP 3 - Swim version  - Data file 
--------------------------------------------------------------------------------------------------------------------------------
Experiment start, UNIX time: 1572437073
Flush time ,s: 540
Wait time, s: 60
Measurement time, s: 600
Mass of fish, kg: 0.602
Fish length - width - heigth, cm: 41;4.6;7.6;
Volume respirometer, L: 32
Real volume (vresp - vfish) (neutrally bouyant), L: 31.398
Salinity: 0.5
Temperature: 12

 Timestamp is beginning of measurement period 
-.-.-.-.-.-.-.-.------------------------------------------------------
Clock TIME;TIME HOURS;TIME UNIX;MO2 mg/h/kg;MO2 mg/h;SLOPE;Intercept;R^2;P;Std Err; Measurement duration seconds;avg po2;median po2; minimum po2; max po2;delta po2;oxygen solubility;ratio vreal fish;total experiment duration hours;minutes;seconds;days;Animal mass;Average swimspeed not corrrected for solidblocking cm/s;Average swimspeed cm/s;Average swimspeed BL/s;Average voltage;Vh2o L/kg/h;
2019-10-30 13:14:34;0.3338888888888889;1572438274;161.60564886672165;97.28660061776642;-0.007967077917491851;107.19295606700892;0.9601744503224161;0.0;0.008250931019995538;601;104.79986030664396;104.923;101.991;107.547;5.555999999999997;10.803126912819913;52.15614617940199;0.3338888888888889;20.033333333333335;1202;0.013912037037037037;0.602;97.28660061776642;17.888754130673593;20.28119938747966;0.49466339969462586;-0.4833984375;14.95915489754606;
2019-10-30 13:34:34;0.6672222222222223;1572439474;173.49047658768615;104.44126690578706;-0.008552993998723522;107.07476004560736;0.9634652651878952;0.0;0.00790269182876;601;104.51273764906303;104.646;101.344;107.049;5.7050000000000125;10.803126912819913;52.15614617940199;0.6672222222222223;40.03333333333333;2402;0.027800925925925927;0.602;104.44126690578706;17.888754130673593;20.28119938747966;0.49466339969462586;-0.4833984375;16.059283389682992;
2019-10-30 13:54:35;1.0005555555555556;1572440674;173.52776477672933;104.46371439559105;-0.0085548322878526;106.52240616128219;0.9622008067683975;0.0;0.008052059731547946;600;103.94661196581197;103.935;100.946;107.097;6.150999999999996;10.803126912819913;52.15614617940199;1.0005555555555556;60.03333333333333;3602;0.04168981481481481;0.602;104.46371439559105;17.888754130673593;20.28119938747966;0.49466339969462586;-0.4833984375;16.062735000438295;
2019-10-30 14:14:35;1.333888888888889;1572441874;171.18593187342898;103.05393098780425;-0.008439381093286208;105.91825235913312;0.9614943456094834;0.0;0.008106127795294496;600;103.38834693877551;103.3085;100.681;106.155;5.474000000000004;10.803126912819913;52.15614617940199;1.333888888888889;80.03333333333333;4802;0.05557870370370371;0.602;103.05393098780425;17.888754130673593;20.28119938747966;0.49466339969462586;-0.4833984375;15.845961382744207;
2019-10-30 14:34:35;1.6672222222222222;1572443074;186.51609029287962;112.28268635631353;-0.009195150260216658;105.48914161805203;0.9725582111824224;0.0;0.006843171133054896;600;102.73886904761905;102.845;99.585;105.805;6.220000000000013;10.803126912819913;52.15614617940199;1.6672222222222222;100.03333333333333;6002;0.0694675925925926;0.602;112.28268635631353;17.888754130673593;20.28119938747966;0.49466339969462586;-0.4833984375;17.265009640083345;
2019-10-30 14:54:35;2.0005555555555556;1572444274;181.54061589030516;109.2874507659637;-0.008949861852789212;105.03189065552938;0.9738183686429497;0.0;0.0067013773650215;600;102.35006837606838;102.304;99.238;105.409;6.1710000000000065;10.803126912819913;52.15614617940199;2.0005555555555556;120.03333333333333;7202;0.08335648148148148;0.602;109.2874507659637;17.888754130673593;20.28119938747966;0.49466339969462586;-0.4833984375;16.804450910863;
2019-10-30 15:14:35;2.3338888888888887;1572445474;189.58770942593478;114.13180107441273;-0.009346579552060853;104.47928829571012;0.9714318461968404;0.0;0.006994145521845589;600;101.67580887372014;101.611;98.418;104.761;6.342999999999989;10.803126912819913;52.15614617940199;2.3338888888888887;140.03333333333333;8402;0.09724537037037037;0.602;114.13180107441273;17.888754130673593;20.28119938747966;0.49466339969462586;-0.4833984375;17.549336498209033;
2019-10-30 15:34:35;2.667222222222222;1572446674;207.3942052445077;124.85131155719364;-0.010224430918141885;104.0209823583548;0.9762462555865653;0.0;0.006399588404522685;600;100.96350859106529;100.879;97.478;104.278;6.800000000000011;10.803126912819913;52.15614617940199;2.667222222222222;160.03333333333333;9602;0.11113425925925927;0.602;124.85131155719364;17.888754130673593;20.28119938747966;0.49466339969462586;-0.4833984375;19.197608888440996;
2019-10-30 15:54:35;3.0005555555555556;1572447874;228.68932211817312;137.67097191514023;-0.01127426956291914;103.73828658802901;0.9747015734255097;0.0;0.006570492858757255;600;100.36618707482994;100.5155;96.505;103.866;7.361000000000004;10.803126912819913;52.15614617940199;3.0005555555555556;180.03333333333333;10802;0.12502314814814816;0.602;137.67097191514023;17.888754130673593;20.28119938747966;0.49466339969462586;-0.4833984375;21.168808250025357;
2019-10-30 16:14:35;3.3338888888888887;1572449075;234.06357866160167;140.9062743542842;-0.011539217731070101;102.75700591418244;0.9844941271114608;0.0;0.005143980359554916;600;99.3030119047619;99.3245;95.503;103.161;7.658000000000001;10.803126912819913;52.15614617940199;3.3338888888888887;200.03333333333333;12002;0.13891203703703703;0.602;140.9062743542842;17.888754130673593;20.28119938747966;0.49466339969462586;-0.4833984375;21.666280563995027;
