AQUARESP 3 - Swim version  - Data file 
--------------------------------------------------------------------------------------------------------------------------------
Experiment start, UNIX time: 1576680977
Flush time ,s: 600
Wait time, s: 30
Measurement time, s: 870
Mass of fish, kg: 0.523
Fish length - width - heigth, cm: 34.0;4.8;7.5;
Volume respirometer, L: 32
Real volume (vresp - vfish) (neutrally bouyant), L: 31.477
Salinity: 0.3
Temperature: 10

 Timestamp is beginning of measurement period 
-.-.-.-.-.-.-.-.------------------------------------------------------
Clock TIME;TIME HOURS;TIME UNIX;MO2 mg/h/kg;MO2 mg/h;SLOPE;Intercept;R^2;P;Std Err; Measurement duration seconds;avg po2;median po2; minimum po2; max po2;delta po2;oxygen solubility;ratio vreal fish;total experiment duration hours;minutes;seconds;days;Animal mass;Average swimspeed not corrrected for solidblocking cm/s;Average swimspeed cm/s;Average swimspeed BL/s;Average voltage;Vh2o L/kg/h;
2019-12-18 15:06:48;0.41694444444444445;1576682477;297.71385127836726;155.70434421858607;-0.012120487267567748;100.93987346477671;0.9870918372520219;0.0;0.003896931333902451;870;95.67794600938967;95.66;90.722;101.407;10.685000000000002;11.336651997069499;60.185468451242826;0.41694444444444445;25.016666666666666;1501;0.017372685185185185;0.523;155.70434421858607;10.934856009178501;12.191815777888577;0.3585828169967229;-0.31005859375;26.261179346012003;
2019-12-18 15:31:48;0.8336111111111111;1576683977;279.0408207449425;145.93834924960493;-0.011360273297490621;97.67832018394523;0.9865056719030414;0.0;0.00399383805773258;870;92.74924764150943;92.513;87.197;97.973;10.775999999999996;11.336651997069499;60.185468451242826;0.8336111111111111;50.016666666666666;3001;0.0347337962962963;0.523;145.93834924960493;14.499459247928087;16.16616952992896;0.4754755744096753;-0.41259765625;24.614041325170252;
2019-12-18 15:56:48;1.2502777777777778;1576685478;231.6070696111601;121.13049740663675;-0.00942915664234908;96.42496677790868;0.9804564388890513;0.0;0.00479504169287507;870;92.32971361502346;92.19300000000001;87.78;96.809;9.028999999999996;11.336651997069499;60.185468451242826;1.2502777777777778;75.01666666666667;4501;0.05209490740740741;0.523;121.13049740663675;14.148842535919929;15.775249488744658;0.46397792613954875;-0.40283203125;20.429935546317385;
2019-12-18 16:21:48;1.6669444444444443;1576686977;209.28645066190828;109.45681369617803;-0.008520442531074217;96.73999529543141;0.9755430546128363;0.0;0.00535773599213882;870;93.03931967213114;92.883;89.152;97.252;8.099999999999994;11.336651997069499;60.185468451242826;1.6669444444444443;100.01666666666667;6001;0.06945601851851851;0.523;109.45681369617803;14.499459247928087;16.16616952992896;0.4754755744096753;-0.41259765625;18.461045705205418;
2019-12-18 16:46:48;2.0836111111111113;1576688477;167.3299418932045;87.51355961014596;-0.00681231464875012;96.61637566450834;0.9652896406493311;0.0;0.00640158991381349;870;93.65917314487633;93.589;90.624;97.485;6.861000000000004;11.336651997069499;60.185468451242826;2.0836111111111113;125.01666666666667;7501;0.08681712962962963;0.523;87.51355961014596;14.031970298583879;15.644942808349894;0.46014537671617334;-0.40283203125;14.760084541402431;
2019-12-18 17:11:48;2.500277777777778;1576689977;137.66610845602284;71.99937472249995;-0.005604644552317708;97.70225769118409;0.939773094237297;0.0;0.00841755209370508;870;95.26708568075118;95.164;92.084;98.187;6.102999999999994;11.336651997069499;60.185468451242826;2.500277777777778;150.01666666666668;9001;0.10417824074074074;0.523;71.99937472249995;15.200692671944399;16.94800961229756;0.49847087094992826;-0.42724609375;12.143453683822106;
2019-12-18 17:36:48;2.9169444444444443;1576691478;175.54430591284233;91.80967199241654;-0.007146736759389825;98.73077916391878;0.9402845166091609;0.0;0.008376810598665902;870;95.62610433763189;95.993;91.826;98.68;6.854000000000013;11.336651997069499;60.185468451242826;2.9169444444444443;175.01666666666668;10501;0.12153935185185186;0.523;91.80967199241654;15.200692671944399;16.94800961229756;0.49847087094992826;-0.42724609375;15.484669191417376;
2019-12-18 18:01:48;3.3336111111111113;1576692977;207.99409805631666;108.78091328345361;-0.008467828441289611;98.09616278807302;0.9760583614775155;0.0;0.005310349310797818;870;94.41898589894242;94.342;90.293;98.401;8.10799999999999;11.336651997069499;60.185468451242826;3.3336111111111113;200.01666666666668;12001;0.13890046296296296;0.523;108.78091328345361;15.200692671944399;16.94800961229756;0.49847087094992826;-0.42724609375;18.347047974135812;
2019-12-18 18:26:48;3.750277777777778;1576694478;198.2918631821901;103.70664444428543;-0.00807283232755875;97.19022325513922;0.9735996899177721;0.0;0.0055763582733474116;870;93.68589306698003;93.772;89.633;97.485;7.852000000000004;11.336651997069499;60.185468451242826;3.750277777777778;225.01666666666668;13501;0.15626157407407407;0.523;103.70664444428543;15.200692671944399;16.94800961229756;0.49847087094992826;-0.42724609375;17.49121903304857;
2019-12-18 18:51:48;4.166944444444445;1576695978;250.54724301787328;131.03620809834774;-0.010200246498047284;96.67604010547755;0.9818588245507022;0.0;0.00462524546127037;870;92.24151294117647;92.104;87.31;96.452;9.141999999999996;11.336651997069499;60.185468451242826;4.166944444444445;250.01666666666668;15001;0.17362268518518517;0.523;131.03620809834774;15.200692671944399;16.94800961229756;0.49847087094992826;-0.42724609375;22.100638096912494;
2019-12-18 19:16:48;4.583611111111111;1576697478;156.9649015623515;82.09264351710985;-0.006390334486193075;95.31383180255517;0.9590104697746447;0.0;0.006948365021552834;870;92.53488484136311;92.443;89.113;95.556;6.442999999999998;11.336651997069499;60.185468451242826;4.583611111111111;275.01666666666665;16501;0.1909837962962963;0.523;82.09264351710985;15.200692671944399;16.94800961229756;0.49847087094992826;-0.42724609375;13.845789886019842;
2019-12-18 19:41:48;5.000277777777778;1576698978;181.8713672363537;95.11872506461299;-0.0074043232501877845;96.36343582139854;0.9637548633884297;0.0;0.006530033475418227;870;93.14328521126761;93.39699999999999;89.017;96.536;7.5190000000000055;11.336651997069499;60.185468451242826;5.000277777777778;300.01666666666665;18001;0.2083449074074074;0.523;95.11872506461299;15.200692671944399;16.94800961229756;0.49847087094992826;-0.42724609375;16.042775881571302;
2019-12-18 20:06:48;5.416944444444445;1576700478;146.8808927365858;76.81870690123438;-0.005979795641413381;95.60592560426653;0.9582568128820294;0.0;0.007011952366702036;870;93.00264159811987;93.004;90.371;95.972;5.600999999999999;11.336651997069499;60.185468451242826;5.416944444444445;325.01666666666665;19501;0.22570601851851851;0.523;76.81870690123438;15.200692671944399;16.94800961229756;0.49847087094992826;-0.42724609375;12.956284869161918;
2019-12-18 20:31:48;5.833611111111111;1576701978;129.50348911965781;67.73032480958103;-0.005272329064437003;96.97843855998441;0.9308082280108897;0.0;0.009017007822413143;870;94.68545134818288;94.752;92.004;97.782;5.777999999999992;11.336651997069499;60.185468451242826;5.833611111111111;350.01666666666665;21001;0.24306712962962962;0.523;67.73032480958103;15.200692671944399;16.94800961229756;0.49847087094992826;-0.42724609375;11.423433404600777;
2019-12-18 20:56:48;6.250277777777778;1576703478;189.69213618629564;99.20898722543262;-0.007722721369970692;98.03470454714382;0.9630368628738115;0.0;0.006590519231748912;870;94.67651582649472;94.916;90.683;98.23;7.546999999999997;11.336651997069499;60.185468451242826;6.250277777777778;375.01666666666665;22501;0.2604282407407407;0.523;99.20898722543262;15.200692671944399;16.94800961229756;0.49847087094992826;-0.42724609375;16.732641721323954;
2019-12-18 21:21:48;6.666944444444445;1576704978;179.34474511172354;93.79730169343142;-0.007301459741620623;97.28916949892147;0.9559946464253924;0.0;0.0071952070300597085;870;94.11242605633802;94.3115;90.546;97.463;6.916999999999987;11.336651997069499;60.185468451242826;6.666944444444445;400.01666666666665;24001;0.27778935185185183;0.523;93.79730169343142;15.200692671944399;16.94800961229756;0.49847087094992826;-0.42724609375;15.819903897383794;
2019-12-18 21:46:48;7.083611111111111;1576706478;147.88831482423325;77.34558865307399;-0.006020809677320567;97.19194254904244;0.9407156614559313;0.0;0.008361266446238072;870;94.57194117647059;94.7005;91.41;97.506;6.096000000000004;11.336651997069499;60.185468451242826;7.083611111111111;425.01666666666665;25501;0.295150462962963;0.523;77.34558865307399;15.200692671944399;16.94800961229756;0.49847087094992826;-0.42724609375;13.04514903187132;
2019-12-18 22:11:48;7.500277777777778;1576707978;122.92863222443398;64.29167465337898;-0.0050046543528222956;97.26607216145385;0.9283199167642646;0.0;0.009193932784295346;870;95.0898188235294;95.174;92.223;97.569;5.346000000000004;11.336651997069499;60.185468451242826;7.500277777777778;450.01666666666665;27001;0.3125115740740741;0.523;64.29167465337898;15.200692671944399;16.94800961229756;0.49847087094992826;-0.42724609375;10.84346879980181;
2019-12-18 22:36:48;7.916944444444445;1576709478;126.69734758666428;66.26271278782542;-0.005158085798375996;98.17374165708024;0.9244495534164592;0.0;0.0094444530663871;870;95.93165724381625;95.951;93.185;98.701;5.515999999999991;11.336651997069499;60.185468451242826;7.916944444444445;475.01666666666665;28501;0.3298726851851852;0.523;66.26271278782542;15.200692671944399;16.94800961229756;0.49847087094992826;-0.42724609375;11.175905163130638;
2019-12-18 23:01:48;8.33361111111111;1576710978;153.83080513213173;80.4535110841049;-0.006262739563368035;98.6369139893348;0.9447794554281714;0.0;0.008069607593437365;870;95.91800823529412;96.055;92.783;98.873;6.090000000000003;11.336651997069499;60.185468451242826;8.33361111111111;500.01666666666665;30001;0.3472337962962963;0.523;80.4535110841049;15.200692671944399;16.94800961229756;0.49847087094992826;-0.42724609375;13.569332918739738;
2019-12-18 23:26:48;8.750277777777777;1576712478;125.6766927684968;65.72891031792383;-0.005116533033279374;98.36822647382465;0.9300492609869551;0.0;0.009076999435015972;870;96.1432079905993;96.18;93.327;98.938;5.611000000000004;11.336651997069499;60.185468451242826;8.750277777777777;525.0166666666667;31501;0.3645949074074074;0.523;65.72891031792383;15.083820434608345;16.817702931902794;0.49463832152655274;-0.4248046875;11.085873748350393;
2019-12-18 23:51:48;9.167222222222222;1576713978;249.1701066922174;130.3159658000297;-0.010144180704570948;98.25695088416514;0.9439728411317145;0.0;0.010815124998991505;871;95.75386902286903;95.93;92.863;98.465;5.602000000000004;11.336651997069499;60.185468451242826;9.167222222222222;550.0333333333333;33002;0.3819675925925926;0.523;130.3159658000297;14.499459247928087;16.16616952992896;0.4754755744096753;-0.41259765625;21.979161639311794;
2019-12-19 00:16:48;9.58361111111111;1576715478;255.50319347259023;133.62817018616468;-0.010402012502978402;95.92466657204784;0.9867253139014274;0.0;0.003954196842856026;870;91.40917861339602;91.292;86.228;96.683;10.455000000000013;11.336651997069499;60.185468451242826;9.58361111111111;575.0166666666667;34501;0.3993171296296296;0.523;133.62817018616468;14.499459247928087;16.16616952992896;0.4754755744096753;-0.41259765625;22.53779983178784;
2019-12-19 00:41:49;10.000555555555556;1576716978;141.2103332759372;73.85300430331515;-0.0057489365683549565;95.80033941808043;0.8264242848112533;0.0;0.01429850516410203;870;93.30756404230318;93.853;89.267;95.847;6.579999999999998;11.336651997069499;60.185468451242826;10.000555555555556;600.0333333333333;36002;0.4166898148148148;0.523;73.85300430331515;0.7085352422739541;0.7899812433464927;0.023234742451367432;-0.12451171875;12.456087856665246;
2019-12-19 01:06:48;10.417222222222222;1576718478;132.2952073053866;69.1903934207172;-0.005385985129075812;96.12085162873005;0.9436788837657105;0.0;0.008144825453367909;871;93.78690364277321;93.772;91.016;96.473;5.456999999999994;11.336651997069499;60.185468451242826;10.417222222222222;625.0333333333333;37502;0.4340509259259259;0.523;69.1903934207172;8.538975143789436;9.52052882979586;0.2800155538175253;-0.2880859375;11.66968937033479;
2019-12-19 01:31:49;10.83388888888889;1576719978;117.62621800375591;61.51851201596434;-0.0047887831604906785;97.34421978729655;0.9177660567374446;0.0;0.009841736039518696;870;95.26347943595769;95.308;92.483;98.059;5.575999999999993;11.336651997069499;60.185468451242826;10.83388888888889;650.0333333333333;39002;0.45141203703703703;0.523;61.51851201596434;3.3965967010031504;3.787034892426127;0.11138337918900373;-0.17333984375;10.375745681719968;
2019-12-19 01:56:49;11.250555555555556;1576721478;118.93285639344926;62.20188389377396;-0.004841978851244031;98.07931293060997;0.9251478604954433;0.0;0.009395160053698861;870;95.97756941176472;96.0445;93.185;98.379;5.194000000000003;11.336651997069499;60.185468451242826;11.250555555555556;675.0333333333333;40502;0.46877314814814813;0.523;62.20188389377396;6.902763821084709;7.696235304269127;0.22635986189026844;-0.24658203125;10.491003554152774;
2019-12-19 02:21:49;11.667222222222222;1576722978;118.32326921774809;61.883069800882254;-0.004817161418095279;98.34314266793551;0.9319074152250113;0.0;0.008950358834409523;870;96.25123943661971;96.243;93.488;98.68;5.192000000000007;11.336651997069499;60.185468451242826;11.667222222222222;700.0333333333333;42002;0.48613425925925924;0.523;61.883069800882254;12.980120162559409;14.47218268479699;0.4256524319057938;-0.37353515625;10.437232195919432;
2019-12-19 02:46:49;12.08388888888889;1576724478;160.82265188510792;84.11024693591145;-0.006547390711382627;97.76535787617355;0.9561160497607477;0.0;0.007189505360272395;870;94.92232079905992;95.06;91.509;98.486;6.977000000000004;11.336651997069499;60.185468451242826;12.08388888888889;725.0333333333333;43502;0.5034953703703704;0.523;84.11024693591145;15.200692671944399;16.94800961229756;0.49847087094992826;-0.42724609375;14.18607997552366;
2019-12-19 03:11:49;12.500555555555556;1576725978;161.58428334617298;84.50858019004848;-0.00657839815153625;97.3362783926966;0.9553551850974876;0.0;0.007247296851241473;870;94.47991784037559;94.475;91.134;98.037;6.903000000000006;11.336651997069499;60.185468451242826;12.500555555555556;750.0333333333333;45002;0.5208564814814814;0.523;84.50858019004848;15.200692671944399;16.94800961229756;0.49847087094992826;-0.42724609375;14.253263078723965;
2019-12-19 03:36:49;12.917222222222222;1576727479;144.15341788982857;75.39223755638035;-0.005868755043165158;97.1891204946016;0.9464409252463655;0.0;0.007937926440875256;870;94.63818896713614;94.57749999999999;91.588;97.591;6.003;11.336651997069499;60.185468451242826;12.917222222222222;775.0333333333333;46502;0.5382175925925926;0.523;75.39223755638035;15.200692671944399;16.94800961229756;0.49847087094992826;-0.42724609375;12.7156957739456;
