AQUARESP 3 - Swim version  - Data file 
--------------------------------------------------------------------------------------------------------------------------------
Experiment start, UNIX time: 1575314155
Flush time ,s: 600
Wait time, s: 30
Measurement time, s: 870
Mass of fish, kg: 0.404
Fish length - width - heigth, cm: 33.5;4.0;6.6;
Volume respirometer, L: 32
Real volume (vresp - vfish) (neutrally bouyant), L: 31.596
Salinity: 0.0
Temperature: 10

 Timestamp is beginning of measurement period 
-.-.-.-.-.-.-.-.------------------------------------------------------
Clock TIME;TIME HOURS;TIME UNIX;MO2 mg/h/kg;MO2 mg/h;SLOPE;Intercept;R^2;P;Std Err; Measurement duration seconds;avg po2;median po2; minimum po2; max po2;delta po2;oxygen solubility;ratio vreal fish;total experiment duration hours;minutes;seconds;days;Animal mass;Average swimspeed not corrrected for solidblocking cm/s;Average swimspeed cm/s;Average swimspeed BL/s;Average voltage;Vh2o L/kg/h;
2019-12-02 19:26:26;0.41694444444444445;1575315656;198.63272832301985;80.24762224250003;-0.006211354665085487;107.12562021191937;0.9094180867281144;0.0;0.010323127277644775;870;104.4237100938967;104.2185;101.451;107.826;6.375;11.358245179628387;78.20792079207921;0.41694444444444445;25.016666666666666;1501;0.017372685185185185;0.404;80.24762224250003;0.1241740555936941;0.13643311620335505;0.003789808783426529;-0.1123046875;17.48797681170663;
2019-12-02 19:51:26;0.8330555555555555;1575317153;197.86127559863712;79.93595534184941;-0.006187230914085627;105.98720351014727;0.8136149543811808;0.0;0.014816706803244399;868;103.2970740305523;103.776;99.162;105.929;6.766999999999996;11.358245179628387;78.20792079207921;0.8330555555555555;49.983333333333334;2999;0.03471064814814815;0.404;79.93595534184941;0.1241740555936941;0.13643311620335505;0.003789808783426529;-0.1123046875;17.420056749040054;
2019-12-02 20:16:24;1.2497222222222222;1575318654;142.8514990319855;57.71200560892215;-0.00446704494479799;104.31713128702127;0.8872430398424496;0.0;0.01151760596843706;870;102.37407159624414;102.3045;99.615;105.145;5.530000000000001;11.358245179628387;78.20792079207921;1.2497222222222222;74.98333333333333;4499;0.05207175925925926;0.404;57.71200560892215;15.551309383952553;16.83479955066769;0.5025313298706773;-0.4345703125;12.576898699827083;
2019-12-02 20:41:24;1.666388888888889;1575320154;134.22479913558652;54.22681885077696;-0.004197283294247372;104.87635436723478;0.8729905854828632;0.0;0.01223827001533802;870;103.05074352941178;102.987;100.55;105.79;5.240000000000009;11.358245179628387;78.20792079207921;1.666388888888889;99.98333333333333;5999;0.06943287037037037;0.404;54.22681885077696;15.668181621288607;16.961317558895395;0.5063079868326984;-0.43701171875;11.817388779062966;
2019-12-02 21:06:24;2.0830555555555557;1575321654;126.87296710220532;51.25667870929095;-0.003967387462966202;105.00906897414555;0.8588220457569811;0.0;0.012895244977991892;870;103.28259341950647;103.324;100.528;105.976;5.447999999999993;11.358245179628387;78.20792079207921;2.0830555555555557;124.98333333333333;7499;0.08679398148148149;0.404;51.25667870929095;15.668181621288607;16.961317558895395;0.5063079868326984;-0.43701171875;11.170120480385359;
2019-12-02 21:31:24;2.499722222222222;1575323154;107.01644066343755;43.23464202802877;-0.0033464629598940676;104.9904169366095;0.7838666762300504;0.0;0.015945986910595466;870;103.5335704225352;103.414;101.605;105.652;4.046999999999997;11.358245179628387;78.20792079207921;2.499722222222222;149.98333333333332;8999;0.10415509259259259;0.404;43.23464202802877;15.434437146616503;16.708281542439988;0.4987546729086563;-0.43212890625;9.421916763636798;
2019-12-02 21:56:24;2.9163888888888887;1575324654;23.24637898858365;9.391537111387795;-0.0007269270567651493;104.37655976089242;0.14822833117373502;3.0233334064860015e-33;0.03165571538073645;870;104.0597441314554;104.071;102.316;105.513;3.1970000000000027;11.358245179628387;78.20792079207921;2.9163888888888887;174.98333333333332;10499;0.12151620370370371;0.404;9.391537111387795;-1.7457817417831372;-1.8898656670326508;-0.05641390050843734;-0.0732421875;2.0466523323758903;
2019-12-02 22:21:24;3.3330555555555557;1575326154;28.128679984677298;11.363986713809629;-0.0008795992942381282;102.8628977056275;0.24032507701090855;1.384839540318404e-59;0.029877834357364724;870;102.48023798358733;102.494;101.142;103.866;2.7240000000000038;11.358245179628387;78.20792079207921;3.3330555555555557;199.98333333333332;11999;0.13887731481481483;0.404;11.363986713809629;-1.7457817417831372;-1.8898656670326508;-0.05641390050843734;-0.0732421875;2.476498749571595;
2019-12-02 22:46:24;3.749722222222222;1575327654;119.93074586282287;48.45202132858044;-0.00375030038650431;102.55080234289142;0.8139799011950017;0.0;0.014802193945119288;870;100.91802467685076;101.142;98.776;102.942;4.165999999999997;11.358245179628387;78.20792079207921;3.749722222222222;224.98333333333332;13499;0.15623842592592593;0.404;48.45202132858044;-1.7457817417831372;-1.8898656670326508;-0.05641390050843734;-0.0732421875;10.558915040672392;
2019-12-02 23:11:24;4.166388888888889;1575329154;99.59280406069972;40.23549284052269;-0.0031143217602357274;101.51272459921317;0.8112361597131004;0.0;0.014919747593805108;870;100.15698705882353;100.23400000000001;98.093;101.849;3.7560000000000002;11.358245179628387;78.20792079207921;4.166388888888889;249.98333333333332;14999;0.17359953703703704;0.404;40.23549284052269;-1.7457817417831372;-1.8898656670326508;-0.05641390050843734;-0.0732421875;8.76832666364032;
