AQUARESP 3 - Swim version  - Data file 
--------------------------------------------------------------------------------------------------------------------------------
Experiment start, UNIX time: 1576197634
Flush time ,s: 600
Wait time, s: 30
Measurement time, s: 870
Mass of fish, kg: 0.491
Fish length - width - heigth, cm: 35;4.5;7.3;
Volume respirometer, L: 32
Real volume (vresp - vfish) (neutrally bouyant), L: 31.509
Salinity: 0.0
Temperature: 10

 Timestamp is beginning of measurement period 
-.-.-.-.-.-.-.-.------------------------------------------------------
Clock TIME;TIME HOURS;TIME UNIX;MO2 mg/h/kg;MO2 mg/h;SLOPE;Intercept;R^2;P;Std Err; Measurement duration seconds;avg po2;median po2; minimum po2; max po2;delta po2;oxygen solubility;ratio vreal fish;total experiment duration hours;minutes;seconds;days;Animal mass;Average swimspeed not corrrected for solidblocking cm/s;Average swimspeed cm/s;Average swimspeed BL/s;Average voltage;Vh2o L/kg/h;
2019-12-13 00:51:13;0.4191666666666667;1576199142;304.5623980319146;149.54013743367005;-0.011606717532102165;83.45796219644336;0.9850589940248898;0.0;0.004195039694567743;870;78.41452291421858;78.521;72.865;82.908;10.043000000000006;11.358245179628387;64.17311608961303;0.4191666666666667;25.15;1509;0.017465277777777777;0.491;149.54013743367005;25.36857732018092;28.096084877262925;0.8027452822075122;-0.6396484375;26.814212337849806;
2019-12-13 01:16:13;0.8358333333333333;1576200642;275.4752145425769;135.25833034040525;-0.010498219816209506;86.6047617088741;0.98242962407528;0.0;0.0045465404979688215;870;82.04321126760563;82.3145;76.746;86.636;9.89;11.358245179628387;64.17311608961303;0.8358333333333333;50.15;3009;0.034826388888888886;0.491;135.25833034040525;25.36857732018092;28.096084877262925;0.8027452822075122;-0.6396484375;24.253325243995988;
2019-12-13 01:41:13;1.2525;1576202142;243.0192070710375;119.32243067187942;-0.009261337937894111;88.14365843527027;0.9831227419829158;0.0;0.004458585505290975;870;84.11527027027027;83.963;79.501;88.045;8.543999999999997;11.358245179628387;64.17311608961303;1.2525;75.15;4509;0.0521875;0.491;119.32243067187942;25.36857732018092;28.096084877262925;0.8027452822075122;-0.6396484375;21.39584092681018;
2019-12-13 02:06:13;1.6691666666666667;1576203642;268.0116863253389;131.5937379857414;-0.010213788565437447;89.07472667576788;0.9861145744705893;0.0;0.004046519808213891;870;84.63333882352941;84.514;79.824;89.267;9.442999999999998;11.358245179628387;64.17311608961303;1.6691666666666667;100.15;6009;0.06954861111111112;0.491;131.5937379857414;25.36857732018092;28.096084877262925;0.8027452822075122;-0.6396484375;23.596223015684856;
2019-12-13 02:31:13;2.0858333333333334;1576205143;226.1352726120334;111.03241885250839;-0.00861789981367875;89.5791179200085;0.9794819299224535;0.0;0.004913136063003353;870;85.83042253521127;85.969;81.954;89.556;7.602000000000004;11.358245179628387;64.17311608961303;2.0858333333333334;125.15;7509;0.08690972222222222;0.491;111.03241885250839;25.36857732018092;28.096084877262925;0.8027452822075122;-0.6396484375;19.909349466906995;
2019-12-13 02:56:13;2.5025;1576206643;224.24679809591657;110.10517786509503;-0.008545931013798063;90.56242164502758;0.9737072346415587;0.0;0.005571555072415617;870;86.84089517078917;87.01;82.872;91.115;8.242999999999995;11.358245179628387;64.17311608961303;2.5025;150.15;9009;0.10427083333333333;0.491;110.10517786509503;25.36857732018092;28.096084877262925;0.8027452822075122;-0.6396484375;19.74308482952235;
2019-12-13 03:21:13;2.9191666666666665;1576208143;201.48259953368918;98.92795637104139;-0.007678399026054873;91.27634596428811;0.9703015085145529;0.0;0.005917922439250918;870;87.93031647058824;87.988;83.909;91.43;7.521000000000001;11.358245179628387;64.17311608961303;2.9191666666666665;175.15;10509;0.12163194444444445;0.491;98.92795637104139;25.36857732018092;28.096084877262925;0.8027452822075122;-0.6396484375;17.738884514930078;
2019-12-13 03:46:13;3.3358333333333334;1576209642;196.2059945132024;96.33714330598238;-0.007477310302046191;91.91164485813276;0.9729424505065795;0.0;0.005648671313695437;870;88.65693882352942;88.7205;84.668;92.343;7.674999999999997;11.358245179628387;64.17311608961303;3.3358333333333334;200.15;12009;0.13899305555555555;0.491;96.33714330598238;25.36857732018092;28.096084877262925;0.8027452822075122;-0.6396484375;17.27432287384571;
2019-12-13 04:11:13;3.7525;1576211143;190.2429652924817;93.40929595860851;-0.00725006230213609;92.36366697817596;0.9653138954962133;0.0;0.006399352876797692;870;89.2091554770318;89.344;85.509;92.423;6.9140000000000015;11.358245179628387;64.17311608961303;3.7525;225.15;13509;0.15635416666666666;0.491;93.40929595860851;25.36857732018092;28.096084877262925;0.8027452822075122;-0.6396484375;16.74932723178863;
2019-12-13 04:36:13;4.1691666666666665;1576212643;189.9743794536572;93.27742031174569;-0.0072398266329119715;92.73642621107206;0.9648557477442481;0.0;0.006437677663398552;870;89.59014235294117;89.701;85.748;92.924;7.176000000000002;11.358245179628387;64.17311608961303;4.1691666666666665;250.15;15009;0.1737152777777778;0.491;93.27742031174569;25.36857732018092;28.096084877262925;0.8027452822075122;-0.6396484375;16.725680459371162;
