AQUARESP 3 - Swim version  - Data file 
--------------------------------------------------------------------------------------------------------------------------------
Experiment start, UNIX time: 1572262148
Flush time ,s: 540
Wait time, s: 60
Measurement time, s: 600
Mass of fish, kg: 0.602
Fish length - width - heigth, cm: 41;4.6;7.6;
Volume respirometer, L: 32
Real volume (vresp - vfish) (neutrally bouyant), L: 31.398
Salinity: 0.5
Temperature: 12

 Timestamp is beginning of measurement period 
-.-.-.-.-.-.-.-.------------------------------------------------------
Clock TIME;TIME HOURS;TIME UNIX;MO2 mg/h/kg;MO2 mg/h;SLOPE;Intercept;R^2;P;Std Err; Measurement duration seconds;avg po2;median po2; minimum po2; max po2;delta po2;oxygen solubility;ratio vreal fish;total experiment duration hours;minutes;seconds;days;Animal mass;Average swimspeed not corrrected for solidblocking cm/s;Average swimspeed cm/s;Average swimspeed BL/s;Average voltage;Vh2o L/kg/h;
2019-10-28 12:39:09;0.33361111111111114;1572263349;183.9482884557215;110.73686965034433;-0.00906855890987228;108.13880133376327;0.9784652518512156;0.0;0.006056906197852303;600;105.42235993208828;105.525;102.506;108.479;5.972999999999999;10.803126912819913;52.15614617940199;0.33361111111111114;20.016666666666666;1201;0.013900462962962963;0.602;110.73686965034433;17.888754130673593;20.28119938747966;0.49466339969462586;-0.4833984375;17.027319029033414;
2019-10-28 12:59:09;0.6672222222222223;1572264549;173.2535934268365;104.29866324295556;-0.00854131577699634;106.57588784510783;0.9702849568336981;0.0;0.007139271619436571;600;104.01226666666665;104.026;101.1;106.413;5.313000000000002;10.803126912819913;52.15614617940199;0.6672222222222223;40.03333333333333;2402;0.027800925925925927;0.602;104.29866324295556;17.888754130673593;20.28119938747966;0.49466339969462586;-0.4833984375;16.03735611226033;
2019-10-28 13:19:09;1.0005555555555556;1572265749;172.48516511414448;103.83606939871497;-0.008503432644295495;105.96572730336165;0.9720570082814928;0.0;0.006923125009309275;601;103.4229829059829;103.502;100.526;105.945;5.418999999999997;10.803126912819913;52.15614617940199;1.0005555555555556;60.03333333333333;3602;0.04168981481481481;0.602;103.83606939871497;17.888754130673593;20.28119938747966;0.49466339969462586;-0.4833984375;15.96622593681269;
2019-10-28 13:39:09;1.333611111111111;1572266949;177.1101709553649;106.62032291512968;-0.0087314431263811;105.6116677227949;0.9732880092342248;0.0;0.006763113943692547;600;102.98527645051195;103.0365;100.131;105.595;5.463999999999999;10.803126912819913;52.15614617940199;1.333611111111111;80.01666666666667;4801;0.05556712962962963;0.602;106.62032291512968;17.888754130673593;20.28119938747966;0.49466339969462586;-0.4833984375;16.394343266040025;
2019-10-28 13:59:10;1.6669444444444443;1572268149;184.10309535013883;110.83006340078357;-0.009076190812585068;105.58039515939352;0.9755526276003117;0.0;0.00648118773846142;599;102.86383219178083;102.867;99.782;105.618;5.8359999999999985;10.803126912819913;52.15614617940199;1.6669444444444443;100.01666666666667;6001;0.06945601851851851;0.602;110.83006340078357;17.888754130673593;20.28119938747966;0.49466339969462586;-0.4833984375;17.04164885183996;
2019-10-28 14:19:10;2.0005555555555556;1572269349;195.61260838173;117.75879024580146;-0.00964360406675107;105.44387389709792;0.9771985125352062;0.0;0.006253847867286125;600;102.56178803418804;102.642;99.259;105.502;6.242999999999995;10.803126912819913;52.15614617940199;2.0005555555555556;120.03333333333333;7202;0.08335648148148148;0.602;117.75879024580146;17.888754130673593;20.28119938747966;0.49466339969462586;-0.4833984375;18.1070360424628;
2019-10-28 14:39:10;2.3338888888888887;1572270549;202.23950874633914;121.74818426529616;-0.00997030695075631;104.966126406935;0.9787303798640024;0.0;0.006024639416227258;600;101.96999829931974;101.89;98.697;105.27;6.572999999999993;10.803126912819913;52.15614617940199;2.3338888888888887;140.03333333333333;8402;0.09724537037037037;0.602;121.74818426529616;17.888754130673593;20.28119938747966;0.49466339969462586;-0.4833984375;18.72046032397754;
2019-10-28 14:59:10;2.667222222222222;1572271750;184.18973650995216;110.88222137899119;-0.009080462178567231;104.77581749536716;0.9798071694936843;0.0;0.005865155749839337;600;102.0597572156197;102.08;99.021;104.854;5.832999999999998;10.803126912819913;52.15614617940199;2.667222222222222;160.03333333333333;9602;0.11113425925925927;0.602;110.88222137899119;17.888754130673593;20.28119938747966;0.49466339969462586;-0.4833984375;17.04966885942781;
2019-10-28 15:19:10;3.0005555555555556;1572272950;194.70808886895048;117.21426949910818;-0.009599011705736826;104.92415711447063;0.9815339143834183;0.0;0.005637666174122612;600;102.04529331046312;102.035;98.892;105.038;6.146000000000001;10.803126912819913;52.15614617940199;3.0005555555555556;180.03333333333333;10802;0.12502314814814816;0.602;117.21426949910818;17.888754130673593;20.28119938747966;0.49466339969462586;-0.4833984375;18.023308477279226;
2019-10-28 15:39:10;3.3338888888888887;1572274150;196.3376299735713;118.19525324408991;-0.009679347269755239;104.7746831464355;0.9759100953744589;0.0;0.006411634133511944;600;101.87672278911566;102.024;98.547;104.738;6.1910000000000025;10.803126912819913;52.15614617940199;3.3338888888888887;200.03333333333333;12002;0.13891203703703703;0.602;118.19525324408991;17.888754130673593;20.28119938747966;0.49466339969462586;-0.4833984375;18.174148240411792;
